X--Trace 1::[Channel A],Y--Trace 1::[Channel A]
1.95729e-005,0.0361827
1.96129e-005,7.11618e-008
1.96529e-005,0.0248889
1.96929e-005,-2.52981e-007
1.97329e-005,0.019671
1.97729e-005,-3.74342e-007
1.98129e-005,0.0171021
1.98529e-005,-4.21346e-007
1.98929e-005,0.0157052
1.99329e-005,-4.32093e-007
1.99729e-005,0.0148419
2e-005,-4.2087e-007
2.00001e-005,-0.000174387
2.00003e-005,-0.000568241
2.00007e-005,-0.00151536
2.0001e-005,-0.00230953
2.00011e-005,-0.00237032
2.00012e-005,-0.00247463
2.00014e-005,-0.00262776
2.00018e-005,-0.00282197
2.00026e-005,-0.0029647
2.00043e-005,-0.00294772
2.00077e-005,-0.00277977
2.0011e-005,-0.00263575
2.00111e-005,-0.00245891
2.00113e-005,-0.00206385
2.00117e-005,-0.00113482
2.0012e-005,-0.000366672
2.00121e-005,-0.000287118
2.00122e-005,-0.000155652
2.00126e-005,0.40763
2.00132e-005,3.14925
2.00145e-005,3.17812
2.0017e-005,3.18095
2.00222e-005,3.1766
2.00324e-005,3.16899
2.00529e-005,3.15266
2.00929e-005,2.85996
2.01329e-005,1.8617
2.01729e-005,1.26525
2.02129e-005,0.800288
2.02529e-005,0.55935
2.02929e-005,0.336238
2.03329e-005,0.252509
2.03729e-005,0.13604
2.04129e-005,0.119374
2.04529e-005,0.0500091
2.04929e-005,0.0615149
2.05329e-005,0.0133018
2.05729e-005,0.0361833
2.06129e-005,7.11563e-008
2.06529e-005,0.0248893
2.06929e-005,-2.52993e-007
2.07329e-005,0.0196713
2.07729e-005,-3.74351e-007
2.08129e-005,0.0171023
2.08529e-005,-4.21354e-007
2.08929e-005,0.0157054
2.09329e-005,-4.321e-007
2.09729e-005,0.014842
2.1e-005,-4.20876e-007
2.10001e-005,-0.000174387
2.10003e-005,-0.000568241
2.10007e-005,-0.00151536
2.1001e-005,-0.00230954
2.10011e-005,-0.00237032
2.10012e-005,-0.00247464
2.10014e-005,-0.00262777
2.10018e-005,-0.00282199
2.10026e-005,-0.00296472
2.10043e-005,-0.00294774
2.10077e-005,-0.00277979
2.1011e-005,-0.00263577
2.10111e-005,-0.00245893
2.10113e-005,-0.00206386
2.10117e-005,-0.00113484
2.1012e-005,-0.000366683
2.10121e-005,-0.000287128
2.10122e-005,-0.00015566
2.10126e-005,0.407517
2.10132e-005,3.14925
2.10145e-005,3.17812
2.1017e-005,3.18095
2.10222e-005,3.1766
2.10324e-005,3.16899
2.10529e-005,3.15266
2.10929e-005,2.85998
2.11329e-005,1.86171
2.11729e-005,1.26526
2.12129e-005,0.800293
2.12529e-005,0.559355
2.12929e-005,0.336241
2.13329e-005,0.252512
2.13729e-005,0.136041
2.14129e-005,0.119375
2.14529e-005,0.0500094
2.14929e-005,0.0615158
2.15329e-005,0.0133019
2.15729e-005,0.0361839
2.16129e-005,7.11503e-008
2.16529e-005,0.0248897
2.16929e-005,-2.53006e-007
2.17329e-005,0.0196716
2.17729e-005,-3.7436e-007
2.18129e-005,0.0171026
2.18529e-005,-4.21363e-007
2.18929e-005,0.0157056
2.19329e-005,-4.32108e-007
2.19729e-005,0.0148422
2.2e-005,-4.20882e-007
2.20001e-005,-0.000174387
2.20003e-005,-0.000568242
2.20007e-005,-0.00151537
2.2001e-005,-0.00230954
2.20011e-005,-0.00237033
2.20012e-005,-0.00247464
2.20014e-005,-0.00262777
2.20018e-005,-0.002822
2.20026e-005,-0.00296473
2.20043e-005,-0.00294776
2.20077e-005,-0.00277981
2.2011e-005,-0.00263579
2.20111e-005,-0.00245895
2.20113e-005,-0.00206388
2.20117e-005,-0.00113485
2.2012e-005,-0.000366694
2.20121e-005,-0.000287138
2.20122e-005,-0.000155668
2.20126e-005,0.407405
2.20132e-005,3.14925
2.20145e-005,3.17811
2.2017e-005,3.18095
2.20222e-005,3.1766
2.20324e-005,3.16899
2.20529e-005,3.15266
2.20929e-005,2.85999
2.21329e-005,1.86172
2.21729e-005,1.26527
2.22129e-005,0.800299
2.22529e-005,0.55936
2.22929e-005,0.336244
2.23329e-005,0.252515
2.23729e-005,0.136043
2.24129e-005,0.119377
2.24529e-005,0.0500098
2.24929e-005,0.0615167
2.25329e-005,0.0133019
2.25729e-005,0.0361845
2.26129e-005,7.11447e-008
2.26529e-005,0.0248901
2.26929e-005,-2.53018e-007
2.27329e-005,0.019672
2.27729e-005,-3.74369e-007
2.28129e-005,0.0171028
2.28529e-005,-4.21372e-007
2.28929e-005,0.0157058
2.29329e-005,-4.32116e-007
2.29729e-005,0.0148424
2.3e-005,-4.20888e-007
2.30001e-005,-0.000174388
2.30003e-005,-0.000568243
2.30007e-005,-0.00151537
2.3001e-005,-0.00230955
2.30011e-005,-0.00237033
2.30012e-005,-0.00247465
2.30014e-005,-0.00262778
2.30018e-005,-0.00282201
2.30026e-005,-0.00296475
2.30043e-005,-0.00294777
2.30077e-005,-0.00277983
2.3011e-005,-0.00263581
2.30111e-005,-0.00245897
2.30113e-005,-0.0020639
2.30117e-005,-0.00113487
2.3012e-005,-0.000366705
2.30121e-005,-0.000287149
2.30122e-005,-0.000155677
2.30126e-005,0.407292
2.30132e-005,3.14925
2.30145e-005,3.17811
2.3017e-005,3.18096
2.30222e-005,3.1766
2.30324e-005,3.16899
2.30529e-005,3.15266
2.30929e-005,2.86001
2.31329e-005,1.86173
2.31729e-005,1.26528
2.32129e-005,0.800304
2.32529e-005,0.559365
2.32929e-005,0.336246
2.33329e-005,0.252518
2.33729e-005,0.136044
2.34129e-005,0.119378
2.34529e-005,0.0500102
2.34929e-005,0.0615176
2.35329e-005,0.0133019
2.35729e-005,0.0361851
2.36129e-005,7.11391e-008
2.36529e-005,0.0248905
2.36929e-005,-2.53031e-007
2.37329e-005,0.0196723
2.37729e-005,-3.74379e-007
2.38129e-005,0.0171031
2.38529e-005,-4.21381e-007
2.38929e-005,0.015706
2.39329e-005,-4.32124e-007
2.39729e-005,0.0148425
2.4e-005,-4.20894e-007
2.40001e-005,-0.000174388
2.40003e-005,-0.000568243
2.40007e-005,-0.00151537
2.4001e-005,-0.00230955
2.40011e-005,-0.00237034
2.40012e-005,-0.00247466
2.40014e-005,-0.00262779
2.40018e-005,-0.00282202
2.40026e-005,-0.00296476
2.40043e-005,-0.00294779
2.40077e-005,-0.00277984
2.4011e-005,-0.00263582
2.40111e-005,-0.00245898
2.40113e-005,-0.00206392
2.40117e-005,-0.00113488
2.4012e-005,-0.000366716
2.40121e-005,-0.000287159
2.40122e-005,-0.000155685
2.40126e-005,0.40718
2.40132e-005,3.14925
2.40145e-005,3.17811
2.4017e-005,3.18096
2.40222e-005,3.1766
2.40324e-005,3.16899
2.40529e-005,3.15266
2.40929e-005,2.86003
2.41329e-005,1.86174
2.41729e-005,1.26529
2.42129e-005,0.80031
2.42529e-005,0.55937
2.42929e-005,0.336249
2.43329e-005,0.25252
2.43729e-005,0.136045
2.44129e-005,0.11938
2.44529e-005,0.0500105
2.44929e-005,0.0615185
2.45329e-005,0.0133019
2.45729e-005,0.0361857
2.46129e-005,7.11332e-008
2.46529e-005,0.024891
2.46929e-005,-2.53043e-007
2.47329e-005,0.0196726
2.47729e-005,-3.74388e-007
2.48129e-005,0.0171033
2.48529e-005,-4.2139e-007
2.48929e-005,0.0157062
2.49329e-005,-4.32131e-007
2.49729e-005,0.0148427
2.5e-005,-4.209e-007
2.50001e-005,-0.000174388
2.50003e-005,-0.000568244
2.50007e-005,-0.00151537
2.5001e-005,-0.00230956
2.50011e-005,-0.00237035
2.50012e-005,-0.00247467
2.50014e-005,-0.0026278
2.50018e-005,-0.00282203
2.50026e-005,-0.00296478
2.50043e-005,-0.00294781
2.50077e-005,-0.00277986
2.5011e-005,-0.00263584
2.50111e-005,-0.002459
2.50113e-005,-0.00206393
2.50117e-005,-0.0011349
2.5012e-005,-0.000366727
2.50121e-005,-0.000287169
2.50122e-005,-0.000155694
2.50126e-005,0.407068
2.50132e-005,3.14925
2.50145e-005,3.17811
2.5017e-005,3.18096
2.50222e-005,3.1766
2.50324e-005,3.16899
2.50529e-005,3.15266
2.50929e-005,2.86004
2.51329e-005,1.86175
2.51729e-005,1.2653
2.52129e-005,0.800315
2.52529e-005,0.559375
2.52929e-005,0.336251
2.53329e-005,0.252523
2.53729e-005,0.136046
2.54129e-005,0.119381
2.54529e-005,0.0500109
2.54929e-005,0.0615195
2.55329e-005,0.013302
2.55729e-005,0.0361863
2.56129e-005,7.11271e-008
2.56529e-005,0.0248914
2.56929e-005,-2.53056e-007
2.57329e-005,0.0196729
2.57729e-005,-3.74397e-007
2.58129e-005,0.0171036
2.58529e-005,-4.21399e-007
2.58929e-005,0.0157064
2.59329e-005,-4.3214e-007
2.59729e-005,0.0148429
2.6e-005,-4.20906e-007
2.60001e-005,-0.000174388
2.60003e-005,-0.000568244
2.60007e-005,-0.00151538
2.6001e-005,-0.00230956
2.60011e-005,-0.00237035
2.60012e-005,-0.00247467
2.60014e-005,-0.00262781
2.60018e-005,-0.00282204
2.60026e-005,-0.00296479
2.60043e-005,-0.00294782
2.60077e-005,-0.00277988
2.6011e-005,-0.00263586
2.60111e-005,-0.00245902
2.60113e-005,-0.00206395
2.60117e-005,-0.00113491
2.6012e-005,-0.000366739
2.60121e-005,-0.000287179
2.60122e-005,-0.000155702
2.60126e-005,0.406955
2.60132e-005,3.14925
2.60145e-005,3.17811
2.6017e-005,3.18096
2.60222e-005,3.1766
2.60324e-005,3.16899
2.60529e-005,3.15266
2.60929e-005,2.86006
2.61329e-005,1.86176
2.61729e-005,1.26531
2.62129e-005,0.800321
2.62529e-005,0.55938
2.62929e-005,0.336254
2.63329e-005,0.252526
2.63729e-005,0.136047
2.64129e-005,0.119383
2.64529e-005,0.0500112
2.64929e-005,0.0615204
2.65329e-005,0.013302
2.65729e-005,0.0361869
2.66129e-005,7.11215e-008
2.66529e-005,0.0248918
2.66929e-005,-2.53068e-007
2.67329e-005,0.0196732
2.67729e-005,-3.74406e-007
2.68129e-005,0.0171038
2.68529e-005,-4.21408e-007
2.68929e-005,0.0157066
2.69329e-005,-4.32147e-007
2.69729e-005,0.014843
2.7e-005,-4.20912e-007
2.70001e-005,-0.000174388
2.70003e-005,-0.000568245
2.70007e-005,-0.00151538
2.7001e-005,-0.00230957
2.70011e-005,-0.00237036
2.70012e-005,-0.00247468
2.70014e-005,-0.00262782
2.70018e-005,-0.00282206
2.70026e-005,-0.00296481
2.70043e-005,-0.00294784
2.70077e-005,-0.00277989
2.7011e-005,-0.00263588
2.70111e-005,-0.00245904
2.70113e-005,-0.00206397
2.70117e-005,-0.00113492
2.7012e-005,-0.00036675
2.70121e-005,-0.000287189
2.70122e-005,-0.000155711
2.70126e-005,0.406843
2.70132e-005,3.14925
2.70145e-005,3.17811
2.7017e-005,3.18096
2.70222e-005,3.1766
2.70324e-005,3.16899
2.70529e-005,3.15266
2.70929e-005,2.86008
2.71329e-005,1.86177
2.71729e-005,1.26532
2.72129e-005,0.800326
2.72529e-005,0.559385
2.72929e-005,0.336256
2.73329e-005,0.252529
2.73729e-005,0.136048
2.74129e-005,0.119384
2.74529e-005,0.0500116
2.74929e-005,0.0615213
2.75329e-005,0.013302
2.75729e-005,0.0361875
2.76129e-005,7.11159e-008
2.76529e-005,0.0248922
2.76929e-005,-2.53081e-007
2.77329e-005,0.0196735
2.77729e-005,-3.74415e-007
2.78129e-005,0.017104
2.78529e-005,-4.21416e-007
2.78929e-005,0.0157068
2.79329e-005,-4.32155e-007
2.79729e-005,0.0148432
2.8e-005,-4.20918e-007
2.80001e-005,-0.000174388
2.80003e-005,-0.000568245
2.80007e-005,-0.00151538
2.8001e-005,-0.00230957
2.80011e-005,-0.00237036
2.80012e-005,-0.00247469
2.80014e-005,-0.00262783
2.80018e-005,-0.00282207
2.80026e-005,-0.00296482
2.80043e-005,-0.00294786
2.80077e-005,-0.00277991
2.8011e-005,-0.00263589
2.80111e-005,-0.00245906
2.80113e-005,-0.00206398
2.80117e-005,-0.00113494
2.8012e-005,-0.000366761
2.80121e-005,-0.000287199
2.80122e-005,-0.000155719
2.80126e-005,0.406731
2.80132e-005,3.14925
2.80145e-005,3.17811
2.8017e-005,3.18096
2.80222e-005,3.1766
2.80324e-005,3.16899
2.80529e-005,3.15266
2.80929e-005,2.86009
2.81329e-005,1.86179
2.81729e-005,1.26533
2.82129e-005,0.800332
2.82529e-005,0.55939
2.82929e-005,0.336259
2.83329e-005,0.252531
2.83729e-005,0.136049
2.84129e-005,0.119386
2.84529e-005,0.050012
2.84929e-005,0.0615222
2.85329e-005,0.013302
2.85729e-005,0.0361881
2.86129e-005,7.11101e-008
2.86529e-005,0.0248926
2.86929e-005,-2.53093e-007
2.87329e-005,0.0196738
2.87729e-005,-3.74424e-007
2.88129e-005,0.0171043
2.88529e-005,-4.21425e-007
2.88929e-005,0.015707
2.89329e-005,-4.32163e-007
2.89729e-005,0.0148434
2.9e-005,-4.20924e-007
2.90001e-005,-0.000174388
2.90003e-005,-0.000568246
2.90007e-005,-0.00151539
2.9001e-005,-0.00230958
2.90011e-005,-0.00237037
2.90012e-005,-0.00247469
2.90014e-005,-0.00262784
2.90018e-005,-0.00282208
2.90026e-005,-0.00296484
2.90043e-005,-0.00294787
2.90077e-005,-0.00277993
2.9011e-005,-0.00263591
2.90111e-005,-0.00245907
2.90113e-005,-0.002064
2.90117e-005,-0.00113495
2.9012e-005,-0.000366772
2.90121e-005,-0.00028721
2.90122e-005,-0.000155727
2.90126e-005,0.406618
2.90132e-005,3.14925
2.90145e-005,3.17811
2.9017e-005,3.18096
2.90222e-005,3.1766
2.90324e-005,3.16899
2.90529e-005,3.15266
2.90929e-005,2.86011
2.91329e-005,1.8618
2.91729e-005,1.26533
2.92129e-005,0.800337
2.92529e-005,0.559395
2.92929e-005,0.336262
2.93329e-005,0.252534
2.93729e-005,0.13605
2.94129e-005,0.119387
2.94529e-005,0.0500123
2.94929e-005,0.0615231
2.95329e-005,0.0133021
2.95729e-005,0.0361886
2.96129e-005,7.11041e-008
2.96529e-005,0.024893
2.96929e-005,-2.53106e-007
2.97329e-005,0.0196741
2.97729e-005,-3.74434e-007
2.98129e-005,0.0171045
2.98529e-005,-4.21434e-007
2.98929e-005,0.0157072
2.99329e-005,-4.32171e-007
2.99729e-005,0.0148435
3e-005,-4.20931e-007
3.00001e-005,-0.000174388
3.00003e-005,-0.000568247
3.00007e-005,-0.00151539
3.0001e-005,-0.00230959
3.00011e-005,-0.00237038
3.00012e-005,-0.0024747
3.00014e-005,-0.00262785
3.00018e-005,-0.00282209
3.00026e-005,-0.00296485
3.00043e-005,-0.00294789
3.00077e-005,-0.00277995
3.0011e-005,-0.00263593
3.00111e-005,-0.00245909
3.00113e-005,-0.00206402
3.00117e-005,-0.00113497
3.0012e-005,-0.000366783
3.00121e-005,-0.00028722
3.00122e-005,-0.000155736
3.00126e-005,0.406506
3.00132e-005,3.14925
3.00145e-005,3.17811
3.0017e-005,3.18096
3.00222e-005,3.17661
3.00324e-005,3.16899
3.00529e-005,3.15266
3.00929e-005,2.86013
3.01329e-005,1.86181
3.01729e-005,1.26534
3.02129e-005,0.800343
3.02529e-005,0.5594
3.02929e-005,0.336264
3.03329e-005,0.252537
3.03729e-005,0.136051
3.04129e-005,0.119389
3.04529e-005,0.0500127
3.04929e-005,0.061524
3.05329e-005,0.0133021
3.05729e-005,0.0361892
3.06129e-005,7.10985e-008
3.06529e-005,0.0248934
3.06929e-005,-2.53118e-007
3.07329e-005,0.0196744
3.07729e-005,-3.74443e-007
3.08129e-005,0.0171048
3.08529e-005,-4.21443e-007
3.08929e-005,0.0157074
3.09329e-005,-4.32178e-007
3.09729e-005,0.0148437
3.1e-005,-4.20937e-007
3.10001e-005,-0.000174389
3.10003e-005,-0.000568247
3.10007e-005,-0.00151539
3.1001e-005,-0.00230959
3.10011e-005,-0.00237038
3.10012e-005,-0.00247471
3.10014e-005,-0.00262785
3.10018e-005,-0.0028221
3.10026e-005,-0.00296487
3.10043e-005,-0.00294791
3.10077e-005,-0.00277996
3.1011e-005,-0.00263595
3.10111e-005,-0.00245911
3.10113e-005,-0.00206403
3.10117e-005,-0.00113498
3.1012e-005,-0.000366794
3.10121e-005,-0.00028723
3.10122e-005,-0.000155744
3.10126e-005,0.406394
3.10132e-005,3.14925
3.10145e-005,3.17811
3.1017e-005,3.18096
3.10222e-005,3.17661
3.10324e-005,3.16899
3.10529e-005,3.15266
3.10929e-005,2.86014
3.11329e-005,1.86182
3.11729e-005,1.26535
3.12129e-005,0.800348
3.12529e-005,0.559405
3.12929e-005,0.336267
3.13329e-005,0.252539
3.13729e-005,0.136052
3.14129e-005,0.11939
3.14529e-005,0.050013
3.14929e-005,0.061525
3.15329e-005,0.0133021
3.15729e-005,0.0361898
3.16129e-005,7.10929e-008
3.16529e-005,0.0248938
3.16929e-005,-2.5313e-007
3.17329e-005,0.0196747
3.17729e-005,-3.74452e-007
3.18129e-005,0.017105
3.18529e-005,-4.21452e-007
3.18929e-005,0.0157076
3.19329e-005,-4.32186e-007
3.19729e-005,0.0148439
3.2e-005,-4.20943e-007
3.20001e-005,-0.000174389
3.20003e-005,-0.000568248
3.20007e-005,-0.00151539
3.2001e-005,-0.0023096
3.20011e-005,-0.00237039
3.20012e-005,-0.00247471
3.20014e-005,-0.00262786
3.20018e-005,-0.00282211
3.20026e-005,-0.00296488
3.20043e-005,-0.00294792
3.20077e-005,-0.00277998
3.2011e-005,-0.00263597
3.20111e-005,-0.00245913
3.20113e-005,-0.00206405
3.20117e-005,-0.001135
3.2012e-005,-0.000366805
3.20121e-005,-0.00028724
3.20122e-005,-0.000155753
3.20126e-005,0.406281
3.20132e-005,3.14925
3.20145e-005,3.17811
3.2017e-005,3.18096
3.20222e-005,3.17661
3.20324e-005,3.169
3.20529e-005,3.15266
3.20929e-005,2.86016
3.21329e-005,1.86183
3.21729e-005,1.26536
3.22129e-005,0.800354
3.22529e-005,0.55941
3.22929e-005,0.336269
3.23329e-005,0.252542
3.23729e-005,0.136053
3.24129e-005,0.119392
3.24529e-005,0.0500134
3.24929e-005,0.0615259
3.25329e-005,0.0133021
3.25729e-005,0.0361904
3.26129e-005,7.10873e-008
3.26529e-005,0.0248943
3.26929e-005,-2.53142e-007
3.27329e-005,0.019675
3.27729e-005,-3.74461e-007
3.28129e-005,0.0171053
3.28529e-005,-4.2146e-007
3.28929e-005,0.0157078
3.29329e-005,-4.32194e-007
3.29729e-005,0.014844
3.3e-005,-4.20949e-007
3.30001e-005,-0.000174389
3.30003e-005,-0.000568248
3.30007e-005,-0.0015154
3.3001e-005,-0.0023096
3.30011e-005,-0.00237039
3.30012e-005,-0.00247472
3.30014e-005,-0.00262787
3.30018e-005,-0.00282212
3.30026e-005,-0.0029649
3.30043e-005,-0.00294794
3.30077e-005,-0.00278
3.3011e-005,-0.00263598
3.30111e-005,-0.00245914
3.30113e-005,-0.00206407
3.30117e-005,-0.00113501
3.3012e-005,-0.000366816
3.30121e-005,-0.00028725
3.30122e-005,-0.000155761
3.30126e-005,0.406169
3.30132e-005,3.14925
3.30145e-005,3.17811
3.3017e-005,3.18096
3.30222e-005,3.17661
3.30324e-005,3.169
3.30529e-005,3.15266
3.30929e-005,2.86018
3.31329e-005,1.86184
3.31729e-005,1.26537
3.32129e-005,0.800359
3.32529e-005,0.559415
3.32929e-005,0.336272
3.33329e-005,0.252545
3.33729e-005,0.136054
3.34129e-005,0.119394
3.34529e-005,0.0500138
3.34929e-005,0.0615268
3.35329e-005,0.0133022
3.35729e-005,0.036191
3.36129e-005,7.10812e-008
3.36529e-005,0.0248947
3.36929e-005,-2.53155e-007
3.37329e-005,0.0196754
3.37729e-005,-3.7447e-007
3.38129e-005,0.0171055
3.38529e-005,-4.21469e-007
3.38929e-005,0.015708
3.39329e-005,-4.32202e-007
3.39729e-005,0.0148442
3.4e-005,-4.20955e-007
3.40001e-005,-0.000174389
3.40003e-005,-0.000568249
3.40007e-005,-0.0015154
3.4001e-005,-0.00230961
3.40011e-005,-0.0023704
3.40012e-005,-0.00247473
3.40014e-005,-0.00262788
3.40018e-005,-0.00282214
3.40026e-005,-0.00296491
3.40043e-005,-0.00294796
3.40077e-005,-0.00278001
3.4011e-005,-0.002636
3.40111e-005,-0.00245916
3.40113e-005,-0.00206409
3.40117e-005,-0.00113503
3.4012e-005,-0.000366827
3.40121e-005,-0.00028726
3.40122e-005,-0.000155769
3.40126e-005,0.406057
3.40132e-005,3.14925
3.40145e-005,3.17811
3.4017e-005,3.18096
3.40222e-005,3.17661
3.40324e-005,3.169
3.40529e-005,3.15266
3.40929e-005,2.86019
3.41329e-005,1.86185
3.41729e-005,1.26538
3.42129e-005,0.800364
3.42529e-005,0.55942
3.42929e-005,0.336274
3.43329e-005,0.252548
3.43729e-005,0.136056
3.44129e-005,0.119395
3.44529e-005,0.0500141
3.44929e-005,0.0615277
3.45329e-005,0.0133022
3.45729e-005,0.0361916
3.46129e-005,7.10755e-008
3.46529e-005,0.0248951
3.46929e-005,-2.53168e-007
3.47329e-005,0.0196757
3.47729e-005,-3.74479e-007
3.48129e-005,0.0171058
3.48529e-005,-4.21478e-007
3.48929e-005,0.0157082
3.49329e-005,-4.3221e-007
3.49729e-005,0.0148444
3.5e-005,-4.20961e-007
3.50001e-005,-0.000174389
3.50003e-005,-0.000568249
3.50007e-005,-0.0015154
3.5001e-005,-0.00230961
3.50011e-005,-0.00237041
3.50012e-005,-0.00247474
3.50014e-005,-0.00262789
3.50018e-005,-0.00282215
3.50026e-005,-0.00296493
3.50043e-005,-0.00294798
3.50077e-005,-0.00278003
3.5011e-005,-0.00263602
3.50111e-005,-0.00245918
3.50113e-005,-0.0020641
3.50117e-005,-0.00113504
3.5012e-005,-0.000366838
3.50121e-005,-0.000287271
3.50122e-005,-0.000155778
3.50126e-005,0.405944
3.50132e-005,3.14925
3.50145e-005,3.17811
3.5017e-005,3.18097
3.50222e-005,3.17661
3.50324e-005,3.169
3.50529e-005,3.15267
3.50929e-005,2.86021
3.51329e-005,1.86186
3.51729e-005,1.26539
3.52129e-005,0.80037
3.52529e-005,0.559425
3.52929e-005,0.336277
3.53329e-005,0.25255
3.53729e-005,0.136057
3.54129e-005,0.119397
3.54529e-005,0.0500145
3.54929e-005,0.0615286
3.55329e-005,0.0133022
3.55729e-005,0.0361922
3.56129e-005,7.10697e-008
3.56529e-005,0.0248955
3.56929e-005,-2.5318e-007
3.57329e-005,0.019676
3.57729e-005,-3.74488e-007
3.58129e-005,0.017106
3.58529e-005,-4.21487e-007
3.58929e-005,0.0157084
3.59329e-005,-4.32217e-007
3.59729e-005,0.0148445
3.6e-005,-4.20967e-007
3.60001e-005,-0.000174389
3.60003e-005,-0.00056825
3.60007e-005,-0.0015154
3.6001e-005,-0.00230962
3.60011e-005,-0.00237041
3.60012e-005,-0.00247474
3.60014e-005,-0.0026279
3.60018e-005,-0.00282216
3.60026e-005,-0.00296494
3.60043e-005,-0.00294799
3.60077e-005,-0.00278005
3.6011e-005,-0.00263604
3.60111e-005,-0.0024592
3.60113e-005,-0.00206412
3.60117e-005,-0.00113505
3.6012e-005,-0.00036685
3.60121e-005,-0.000287281
3.60122e-005,-0.000155786
3.60126e-005,0.405832
3.60132e-005,3.14925
3.60145e-005,3.17811
3.6017e-005,3.18097
3.60222e-005,3.17661
3.60324e-005,3.169
3.60529e-005,3.15267
3.60929e-005,2.86023
3.61329e-005,1.86187
3.61729e-005,1.2654
3.62129e-005,0.800375
3.62529e-005,0.55943
3.62929e-005,0.33628
3.63329e-005,0.252553
3.63729e-005,0.136058
3.64129e-005,0.119398
3.64529e-005,0.0500148
3.64929e-005,0.0615295
3.65329e-005,0.0133022
3.65729e-005,0.0361928
3.66129e-005,7.1064e-008
3.66529e-005,0.0248959
3.66929e-005,-2.53193e-007
3.67329e-005,0.0196763
3.67729e-005,-3.74498e-007
3.68129e-005,0.0171063
3.68529e-005,-4.21496e-007
3.68929e-005,0.0157086
3.69329e-005,-4.32225e-007
3.69729e-005,0.0148447
3.7e-005,-4.20973e-007
3.70001e-005,-0.000174389
3.70003e-005,-0.000568251
3.70007e-005,-0.00151541
3.7001e-005,-0.00230962
3.70011e-005,-0.00237042
3.70012e-005,-0.00247475
3.70014e-005,-0.00262791
3.70018e-005,-0.00282217
3.70026e-005,-0.00296496
3.70043e-005,-0.00294801
3.70077e-005,-0.00278007
3.7011e-005,-0.00263605
3.70111e-005,-0.00245921
3.70113e-005,-0.00206414
3.70117e-005,-0.00113507
3.7012e-005,-0.000366861
3.70121e-005,-0.000287291
3.70122e-005,-0.000155795
3.70126e-005,0.40572
3.70132e-005,3.14925
3.70145e-005,3.17811
3.7017e-005,3.18097
3.70222e-005,3.17661
3.70324e-005,3.169
3.70529e-005,3.15267
3.70929e-005,2.86025
3.71329e-005,1.86188
3.71729e-005,1.26541
3.72129e-005,0.800381
3.72529e-005,0.559435
3.72929e-005,0.336282
3.73329e-005,0.252556
3.73729e-005,0.136059
3.74129e-005,0.1194
3.74529e-005,0.0500152
3.74929e-005,0.0615305
3.75329e-005,0.0133023
3.75729e-005,0.0361934
3.76129e-005,7.10584e-008
3.76529e-005,0.0248963
3.76929e-005,-2.53205e-007
3.77329e-005,0.0196766
3.77729e-005,-3.74506e-007
3.78129e-005,0.0171065
3.78529e-005,-4.21505e-007
3.78929e-005,0.0157088
3.79329e-005,-4.32233e-007
3.79729e-005,0.0148449
3.8e-005,-4.20979e-007
3.80001e-005,-0.000174389
3.80003e-005,-0.000568251
3.80007e-005,-0.00151541
3.8001e-005,-0.00230963
3.80011e-005,-0.00237042
3.80012e-005,-0.00247476
3.80014e-005,-0.00262792
3.80018e-005,-0.00282218
3.80026e-005,-0.00296497
3.80043e-005,-0.00294803
3.80077e-005,-0.00278008
3.8011e-005,-0.00263607
3.80111e-005,-0.00245923
3.80113e-005,-0.00206415
3.80117e-005,-0.00113508
3.8012e-005,-0.000366872
3.80121e-005,-0.000287301
3.80122e-005,-0.000155803
3.80126e-005,0.405607
3.80132e-005,3.14925
3.80145e-005,3.17811
3.8017e-005,3.18097
3.80222e-005,3.17661
3.80324e-005,3.169
3.80529e-005,3.15267
3.80929e-005,2.86026
3.81329e-005,1.86189
3.81729e-005,1.26542
3.82129e-005,0.800386
3.82529e-005,0.55944
3.82929e-005,0.336285
3.83329e-005,0.252558
3.83729e-005,0.13606
3.84129e-005,0.119401
3.84529e-005,0.0500156
3.84929e-005,0.0615314
3.85329e-005,0.0133023
3.85729e-005,0.036194
3.86129e-005,7.10524e-008
3.86529e-005,0.0248967
3.86929e-005,-2.53218e-007
3.87329e-005,0.0196769
3.87729e-005,-3.74516e-007
3.88129e-005,0.0171067
3.88529e-005,-4.21513e-007
3.88929e-005,0.015709
3.89329e-005,-4.3224e-007
3.89729e-005,0.0148451
3.9e-005,-4.20985e-007
3.90001e-005,-0.000174389
3.90003e-005,-0.000568252
3.90007e-005,-0.00151541
3.9001e-005,-0.00230963
3.90011e-005,-0.00237043
3.90012e-005,-0.00247476
3.90014e-005,-0.00262792
3.90018e-005,-0.00282219
3.90026e-005,-0.00296498
3.90043e-005,-0.00294804
3.90077e-005,-0.0027801
3.9011e-005,-0.00263609
3.90111e-005,-0.00245925
3.90113e-005,-0.00206417
3.90117e-005,-0.0011351
3.9012e-005,-0.000366883
3.90121e-005,-0.000287311
3.90122e-005,-0.000155812
3.90126e-005,0.405495
3.90132e-005,3.14925
3.90145e-005,3.17811
3.9017e-005,3.18097
3.90222e-005,3.17661
3.90324e-005,3.169
3.90529e-005,3.15267
3.90929e-005,2.86028
3.91329e-005,1.86191
3.91729e-005,1.26543
3.92129e-005,0.800392
3.92529e-005,0.559445
3.92929e-005,0.336287
3.93329e-005,0.252561
