X--Trace 1::[Channel A],Y--Trace 1::[Channel A]
4.25288e-006,0.559267
4.29288e-006,0.336194
4.33288e-006,0.252463
4.37288e-006,0.13602
4.41288e-006,0.119346
4.45288e-006,0.0500009
4.49288e-006,0.061498
4.53288e-006,0.0132993
4.57288e-006,0.036172
4.61288e-006,7.11551e-008
4.65288e-006,0.024881
4.69288e-006,-2.5293e-007
4.73288e-006,0.0196649
4.77288e-006,-3.74281e-007
4.81288e-006,0.0170971
4.85288e-006,-4.2128e-007
4.89288e-006,0.015701
4.93288e-006,-4.32036e-007
4.97288e-006,0.0148383
5e-006,-4.20835e-007
5.0001e-006,-0.000174385
5.0003e-006,-0.000568232
5.0007e-006,-0.00151532
5.001e-006,-0.00230945
5.00105e-006,-0.00237019
5.00116e-006,-0.00247443
5.00137e-006,-0.00262747
5.00179e-006,-0.00282162
5.00263e-006,-0.00296441
5.00432e-006,-0.00294758
5.00769e-006,-0.00277974
5.011e-006,-0.00263548
5.0111e-006,-0.00245865
5.0113e-006,-0.00206359
5.0117e-006,-0.00113461
5.012e-006,-0.000366505
5.01208e-006,-0.000286965
5.01224e-006,-0.000155525
5.01256e-006,0.409319
5.0132e-006,3.14925
5.01448e-006,3.17812
5.01704e-006,3.18094
5.02216e-006,3.17658
5.0324e-006,3.16899
5.05288e-006,3.15265
5.09288e-006,2.85971
5.13288e-006,1.86153
5.17288e-006,1.26511
5.21288e-006,0.800205
5.25288e-006,0.559275
5.29288e-006,0.336199
5.33288e-006,0.252468
5.37288e-006,0.136023
5.41288e-006,0.11935
5.45288e-006,0.050003
5.49288e-006,0.0615005
5.53288e-006,0.0133009
5.57288e-006,0.036174
5.61288e-006,7.12184e-008
5.65288e-006,0.0248827
5.69288e-006,-2.52843e-007
5.73288e-006,0.0196663
5.77288e-006,-3.74234e-007
5.81288e-006,0.0170983
5.85288e-006,-4.21239e-007
5.89288e-006,0.0157021
5.93288e-006,-4.31999e-007
5.97288e-006,0.0148392
6e-006,-4.20799e-007
6.0001e-006,-0.000174386
6.0003e-006,-0.000568233
6.0007e-006,-0.00151532
6.001e-006,-0.00230946
6.00105e-006,-0.00237022
6.00116e-006,-0.00247451
6.00137e-006,-0.00262759
6.00179e-006,-0.00282176
6.00263e-006,-0.00296448
6.00432e-006,-0.00294752
6.00769e-006,-0.00277959
6.011e-006,-0.0026355
6.0111e-006,-0.00245867
6.0113e-006,-0.00206361
6.0117e-006,-0.00113462
6.012e-006,-0.000366516
6.01208e-006,-0.000286975
6.01224e-006,-0.000155534
6.01256e-006,0.409205
6.0132e-006,3.14925
6.01448e-006,3.17812
6.01704e-006,3.18094
6.02216e-006,3.17658
6.0324e-006,3.16899
6.05288e-006,3.15265
6.09288e-006,2.85972
6.13288e-006,1.86154
6.17288e-006,1.26512
6.21288e-006,0.800211
6.25288e-006,0.55928
6.29288e-006,0.336202
6.33288e-006,0.252471
6.37288e-006,0.136025
6.41288e-006,0.119352
6.45288e-006,0.0500039
6.49288e-006,0.0615018
6.53288e-006,0.0133013
6.57288e-006,0.0361749
6.61288e-006,7.12307e-008
6.65288e-006,0.0248834
6.69288e-006,-2.52829e-007
6.73288e-006,0.0196669
6.77288e-006,-3.74228e-007
6.81288e-006,0.0170988
6.85288e-006,-4.21235e-007
6.89288e-006,0.0157025
6.93288e-006,-4.31996e-007
6.97288e-006,0.0148396
7e-006,-4.20794e-007
7.0001e-006,-0.000174386
7.0003e-006,-0.000568233
7.0007e-006,-0.00151532
7.001e-006,-0.00230946
7.00105e-006,-0.00237024
7.00116e-006,-0.00247453
7.00137e-006,-0.00262763
7.00179e-006,-0.00282181
7.00263e-006,-0.00296451
7.00432e-006,-0.00294751
7.00769e-006,-0.00277957
7.011e-006,-0.00263552
7.0111e-006,-0.00245868
7.0113e-006,-0.00206362
7.0117e-006,-0.00113464
7.012e-006,-0.000366527
7.01208e-006,-0.000286986
7.01224e-006,-0.000155542
7.01256e-006,0.409092
7.0132e-006,3.14925
7.01448e-006,3.17812
7.01704e-006,3.18094
7.02216e-006,3.17658
7.0324e-006,3.16899
7.05288e-006,3.15265
7.09288e-006,2.85974
7.13288e-006,1.86156
7.17288e-006,1.26513
7.21288e-006,0.800217
7.25288e-006,0.559285
7.29288e-006,0.336205
7.33288e-006,0.252474
7.37288e-006,0.136026
7.41288e-006,0.119354
7.45288e-006,0.0500043
7.49288e-006,0.0615029
7.53288e-006,0.0133015
7.57288e-006,0.0361756
7.61288e-006,7.12294e-008
7.65288e-006,0.0248839
7.69288e-006,-2.52835e-007
7.73288e-006,0.0196673
7.77288e-006,-3.74234e-007
7.81288e-006,0.0170991
7.85288e-006,-4.21241e-007
7.89288e-006,0.0157028
7.93288e-006,-4.32001e-007
7.97288e-006,0.0148398
8e-006,-4.20798e-007
8.0001e-006,-0.000174386
8.0003e-006,-0.000568234
8.0007e-006,-0.00151533
8.001e-006,-0.00230947
8.00105e-006,-0.00237024
8.00116e-006,-0.00247454
8.00137e-006,-0.00262765
8.00179e-006,-0.00282183
8.00263e-006,-0.00296452
8.00432e-006,-0.00294752
8.00769e-006,-0.00277957
8.011e-006,-0.00263554
8.0111e-006,-0.0024587
8.0113e-006,-0.00206364
8.0117e-006,-0.00113465
8.012e-006,-0.000366539
8.01208e-006,-0.000286996
8.01224e-006,-0.00015555
8.01256e-006,0.408979
8.0132e-006,3.14925
8.01448e-006,3.17812
8.01704e-006,3.18094
8.02216e-006,3.17658
8.0324e-006,3.16899
8.05288e-006,3.15265
8.09288e-006,2.85976
8.13288e-006,1.86157
8.17288e-006,1.26514
8.21288e-006,0.800222
8.25288e-006,0.55929
8.29288e-006,0.336208
8.33288e-006,0.252477
8.37288e-006,0.136027
8.41288e-006,0.119355
8.45288e-006,0.0500047
8.49288e-006,0.0615038
8.53288e-006,0.0133015
8.57288e-006,0.0361762
8.61288e-006,7.12248e-008
8.65288e-006,0.0248843
8.69288e-006,-2.52846e-007
8.73288e-006,0.0196676
8.77288e-006,-3.74242e-007
8.81288e-006,0.0170994
8.85288e-006,-4.21249e-007
8.89288e-006,0.015703
8.93288e-006,-4.32008e-007
8.97288e-006,0.01484
9e-006,-4.20803e-007
9.0001e-006,-0.000174386
9.0003e-006,-0.000568234
9.0007e-006,-0.00151533
9.001e-006,-0.00230947
9.00105e-006,-0.00237025
9.00116e-006,-0.00247455
9.00137e-006,-0.00262766
9.00179e-006,-0.00282184
9.00263e-006,-0.00296454
9.00432e-006,-0.00294754
9.00769e-006,-0.00277959
9.011e-006,-0.00263556
9.0111e-006,-0.00245872
9.0113e-006,-0.00206366
9.0117e-006,-0.00113467
9.012e-006,-0.00036655
9.01208e-006,-0.000287006
9.01224e-006,-0.000155559
9.01256e-006,0.408867
9.0132e-006,3.14925
9.01448e-006,3.17812
9.01704e-006,3.18094
9.02216e-006,3.17659
9.0324e-006,3.16899
9.05288e-006,3.15265
9.09288e-006,2.85977
9.13288e-006,1.86158
9.17288e-006,1.26515
9.21288e-006,0.800228
9.25288e-006,0.559295
9.29288e-006,0.33621
9.33288e-006,0.252479
9.37288e-006,0.136028
9.41288e-006,0.119357
9.45288e-006,0.0500051
9.49288e-006,0.0615047
9.53288e-006,0.0133016
9.57288e-006,0.0361768
9.61288e-006,7.12194e-008
9.65288e-006,0.0248848
9.69288e-006,-2.52857e-007
9.73288e-006,0.0196679
9.77288e-006,-3.74251e-007
9.81288e-006,0.0170996
9.85288e-006,-4.21257e-007
9.89288e-006,0.0157032
9.93288e-006,-4.32015e-007
9.97288e-006,0.0148402
1e-005,-4.20809e-007
1.00001e-005,-0.000174386
1.00003e-005,-0.000568235
1.00007e-005,-0.00151533
1.0001e-005,-0.00230948
1.00011e-005,-0.00237026
1.00012e-005,-0.00247456
1.00014e-005,-0.00262767
1.00018e-005,-0.00282186
1.00026e-005,-0.00296455
1.00043e-005,-0.00294756
1.00077e-005,-0.0027796
1.0011e-005,-0.00263557
1.00111e-005,-0.00245874
1.00113e-005,-0.00206368
1.00117e-005,-0.00113468
1.0012e-005,-0.000366561
1.00121e-005,-0.000287016
1.00122e-005,-0.000155567
1.00126e-005,0.408754
1.00132e-005,3.14925
1.00145e-005,3.17812
1.0017e-005,3.18094
1.00222e-005,3.17659
1.00324e-005,3.16899
1.00529e-005,3.15265
1.00929e-005,2.85979
1.01329e-005,1.86159
1.01729e-005,1.26516
1.02129e-005,0.800233
1.02529e-005,0.5593
1.02929e-005,0.336213
1.03329e-005,0.252482
1.03729e-005,0.136029
1.04129e-005,0.119358
1.04529e-005,0.0500055
1.04929e-005,0.0615057
1.05329e-005,0.0133016
1.05729e-005,0.0361774
1.06129e-005,7.12134e-008
1.06529e-005,0.0248852
1.06929e-005,-2.5287e-007
1.07329e-005,0.0196682
1.07729e-005,-3.7426e-007
1.08129e-005,0.0170999
1.08529e-005,-4.21266e-007
1.08929e-005,0.0157034
1.09329e-005,-4.32023e-007
1.09729e-005,0.0148403
1.1e-005,-4.20815e-007
1.10001e-005,-0.000174386
1.10003e-005,-0.000568236
1.10007e-005,-0.00151534
1.1001e-005,-0.00230948
1.10011e-005,-0.00237026
1.10012e-005,-0.00247457
1.10014e-005,-0.00262768
1.10018e-005,-0.00282187
1.10026e-005,-0.00296457
1.10043e-005,-0.00294757
1.10077e-005,-0.00277962
1.1011e-005,-0.00263559
1.10111e-005,-0.00245876
1.10113e-005,-0.00206369
1.10117e-005,-0.0011347
1.1012e-005,-0.000366572
1.10121e-005,-0.000287026
1.10122e-005,-0.000155576
1.10126e-005,0.408642
1.10132e-005,3.14925
1.10145e-005,3.17812
1.1017e-005,3.18094
1.10222e-005,3.17659
1.10324e-005,3.16899
1.10529e-005,3.15265
1.10929e-005,2.85981
1.11329e-005,1.8616
1.11729e-005,1.26517
1.12129e-005,0.800239
1.12529e-005,0.559305
1.12929e-005,0.336215
1.13329e-005,0.252485
1.13729e-005,0.136031
1.14129e-005,0.11936
1.14529e-005,0.0500058
1.14929e-005,0.0615066
1.15329e-005,0.0133016
1.15729e-005,0.036178
1.16129e-005,7.1208e-008
1.16529e-005,0.0248856
1.16929e-005,-2.52882e-007
1.17329e-005,0.0196685
1.17729e-005,-3.74269e-007
1.18129e-005,0.0171001
1.18529e-005,-4.21275e-007
1.18929e-005,0.0157036
1.19329e-005,-4.32031e-007
1.19729e-005,0.0148405
1.2e-005,-4.20821e-007
1.20001e-005,-0.000174386
1.20003e-005,-0.000568236
1.20007e-005,-0.00151534
1.2001e-005,-0.00230949
1.20011e-005,-0.00237027
1.20012e-005,-0.00247457
1.20014e-005,-0.00262769
1.20018e-005,-0.00282188
1.20026e-005,-0.00296458
1.20043e-005,-0.00294759
1.20077e-005,-0.00277964
1.2011e-005,-0.00263561
1.20111e-005,-0.00245877
1.20113e-005,-0.00206371
1.20117e-005,-0.00113471
1.2012e-005,-0.000366583
1.20121e-005,-0.000287037
1.20122e-005,-0.000155584
1.20126e-005,0.408529
1.20132e-005,3.14925
1.20145e-005,3.17812
1.2017e-005,3.18095
1.20222e-005,3.17659
1.20324e-005,3.16899
1.20529e-005,3.15266
1.20929e-005,2.85982
1.21329e-005,1.86161
1.21729e-005,1.26518
1.22129e-005,0.800244
1.22529e-005,0.55931
1.22929e-005,0.336218
1.23329e-005,0.252488
1.23729e-005,0.136032
1.24129e-005,0.119361
1.24529e-005,0.0500062
1.24929e-005,0.0615075
1.25329e-005,0.0133016
1.25729e-005,0.0361786
1.26129e-005,7.12023e-008
1.26529e-005,0.024886
1.26929e-005,-2.52894e-007
1.27329e-005,0.0196689
1.27729e-005,-3.74278e-007
1.28129e-005,0.0171004
1.28529e-005,-4.21284e-007
1.28929e-005,0.0157038
1.29329e-005,-4.32038e-007
1.29729e-005,0.0148407
1.3e-005,-4.20827e-007
1.30001e-005,-0.000174386
1.30003e-005,-0.000568237
1.30007e-005,-0.00151534
1.3001e-005,-0.00230949
1.30011e-005,-0.00237027
1.30012e-005,-0.00247458
1.30014e-005,-0.0026277
1.30018e-005,-0.00282189
1.30026e-005,-0.0029646
1.30043e-005,-0.00294761
1.30077e-005,-0.00277965
1.3011e-005,-0.00263563
1.30111e-005,-0.00245879
1.30113e-005,-0.00206373
1.30117e-005,-0.00113472
1.3012e-005,-0.000366594
1.30121e-005,-0.000287047
1.30122e-005,-0.000155593
1.30126e-005,0.408417
1.30132e-005,3.14925
1.30145e-005,3.17812
1.3017e-005,3.18095
1.30222e-005,3.17659
1.30324e-005,3.16899
1.30529e-005,3.15266
1.30929e-005,2.85984
1.31329e-005,1.86162
1.31729e-005,1.26519
1.32129e-005,0.80025
1.32529e-005,0.559315
1.32929e-005,0.33622
1.33329e-005,0.25249
1.33729e-005,0.136033
1.34129e-005,0.119363
1.34529e-005,0.0500065
1.34929e-005,0.0615084
1.35329e-005,0.0133017
1.35729e-005,0.0361792
1.36129e-005,7.11965e-008
1.36529e-005,0.0248864
1.36929e-005,-2.52907e-007
1.37329e-005,0.0196692
1.37729e-005,-3.74287e-007
1.38129e-005,0.0171006
1.38529e-005,-4.21293e-007
1.38929e-005,0.015704
1.39329e-005,-4.32046e-007
1.39729e-005,0.0148408
1.4e-005,-4.20833e-007
1.40001e-005,-0.000174386
1.40003e-005,-0.000568237
1.40007e-005,-0.00151534
1.4001e-005,-0.0023095
1.40011e-005,-0.00237028
1.40012e-005,-0.00247459
1.40014e-005,-0.0026277
1.40018e-005,-0.0028219
1.40026e-005,-0.00296461
1.40043e-005,-0.00294762
1.40077e-005,-0.00277967
1.4011e-005,-0.00263565
1.40111e-005,-0.00245881
1.40113e-005,-0.00206374
1.40117e-005,-0.00113474
1.4012e-005,-0.000366605
1.40121e-005,-0.000287057
1.40122e-005,-0.000155601
1.40126e-005,0.408304
1.40132e-005,3.14925
1.40145e-005,3.17812
1.4017e-005,3.18095
1.40222e-005,3.17659
1.40324e-005,3.16899
1.40529e-005,3.15266
1.40929e-005,2.85986
1.41329e-005,1.86163
1.41729e-005,1.2652
1.42129e-005,0.800255
1.42529e-005,0.55932
1.42929e-005,0.336223
1.43329e-005,0.252493
1.43729e-005,0.136034
1.44129e-005,0.119364
1.44529e-005,0.0500069
1.44929e-005,0.0615093
1.45329e-005,0.0133017
1.45729e-005,0.0361798
1.46129e-005,7.11907e-008
1.46529e-005,0.0248868
1.46929e-005,-2.52919e-007
1.47329e-005,0.0196695
1.47729e-005,-3.74296e-007
1.48129e-005,0.0171009
1.48529e-005,-4.21301e-007
1.48929e-005,0.0157042
1.49329e-005,-4.32054e-007
1.49729e-005,0.014841
1.5e-005,-4.20839e-007
1.50001e-005,-0.000174387
1.50003e-005,-0.000568238
1.50007e-005,-0.00151535
1.5001e-005,-0.0023095
1.50011e-005,-0.00237029
1.50012e-005,-0.0024746
1.50014e-005,-0.00262771
1.50018e-005,-0.00282192
1.50026e-005,-0.00296463
1.50043e-005,-0.00294764
1.50077e-005,-0.00277969
1.5011e-005,-0.00263566
1.50111e-005,-0.00245883
1.50113e-005,-0.00206376
1.50117e-005,-0.00113475
1.5012e-005,-0.000366616
1.50121e-005,-0.000287067
1.50122e-005,-0.000155609
1.50126e-005,0.408192
1.50132e-005,3.14925
1.50145e-005,3.17812
1.5017e-005,3.18095
1.50222e-005,3.17659
1.50324e-005,3.16899
1.50529e-005,3.15266
1.50929e-005,2.85987
1.51329e-005,1.86164
1.51729e-005,1.26521
1.52129e-005,0.800261
1.52529e-005,0.559325
1.52929e-005,0.336226
1.53329e-005,0.252496
1.53729e-005,0.136035
1.54129e-005,0.119366
1.54529e-005,0.0500073
1.54929e-005,0.0615103
1.55329e-005,0.0133017
1.55729e-005,0.0361804
1.56129e-005,7.11849e-008
1.56529e-005,0.0248872
1.56929e-005,-2.52932e-007
1.57329e-005,0.0196698
1.57729e-005,-3.74306e-007
1.58129e-005,0.0171011
1.58529e-005,-4.2131e-007
1.58929e-005,0.0157044
1.59329e-005,-4.32062e-007
1.59729e-005,0.0148412
1.6e-005,-4.20845e-007
1.60001e-005,-0.000174387
1.60003e-005,-0.000568238
1.60007e-005,-0.00151535
1.6001e-005,-0.00230951
1.60011e-005,-0.00237029
1.60012e-005,-0.0024746
1.60014e-005,-0.00262772
1.60018e-005,-0.00282193
1.60026e-005,-0.00296464
1.60043e-005,-0.00294766
1.60077e-005,-0.0027797
1.6011e-005,-0.00263568
1.60111e-005,-0.00245884
1.60113e-005,-0.00206378
1.60117e-005,-0.00113477
1.6012e-005,-0.000366627
1.60121e-005,-0.000287077
1.60122e-005,-0.000155618
1.60126e-005,0.408079
1.60132e-005,3.14925
1.60145e-005,3.17812
1.6017e-005,3.18095
1.60222e-005,3.17659
1.60324e-005,3.16899
1.60529e-005,3.15266
1.60929e-005,2.85989
1.61329e-005,1.86165
1.61729e-005,1.26522
1.62129e-005,0.800266
1.62529e-005,0.55933
1.62929e-005,0.336228
1.63329e-005,0.252499
1.63729e-005,0.136036
1.64129e-005,0.119367
1.64529e-005,0.0500076
1.64929e-005,0.0615112
1.65329e-005,0.0133017
1.65729e-005,0.036181
1.66129e-005,7.11791e-008
1.66529e-005,0.0248877
1.66929e-005,-2.52944e-007
1.67329e-005,0.0196701
1.67729e-005,-3.74315e-007
1.68129e-005,0.0171014
1.68529e-005,-4.21319e-007
1.68929e-005,0.0157046
1.69329e-005,-4.3207e-007
1.69729e-005,0.0148413
1.7e-005,-4.20851e-007
1.70001e-005,-0.000174387
1.70003e-005,-0.000568239
1.70007e-005,-0.00151535
1.7001e-005,-0.00230952
1.70011e-005,-0.0023703
1.70012e-005,-0.00247461
1.70014e-005,-0.00262773
1.70018e-005,-0.00282194
1.70026e-005,-0.00296466
1.70043e-005,-0.00294767
1.70077e-005,-0.00277972
1.7011e-005,-0.0026357
1.70111e-005,-0.00245886
1.70113e-005,-0.0020638
1.70117e-005,-0.00113478
1.7012e-005,-0.000366639
1.70121e-005,-0.000287087
1.70122e-005,-0.000155626
1.70126e-005,0.407967
1.70132e-005,3.14925
1.70145e-005,3.17812
1.7017e-005,3.18095
1.70222e-005,3.17659
1.70324e-005,3.16899
1.70529e-005,3.15266
1.70929e-005,2.85991
1.71329e-005,1.86167
1.71729e-005,1.26522
1.72129e-005,0.800272
1.72529e-005,0.559335
1.72929e-005,0.336231
1.73329e-005,0.252501
1.73729e-005,0.136037
1.74129e-005,0.119369
1.74529e-005,0.050008
1.74929e-005,0.0615121
1.75329e-005,0.0133018
1.75729e-005,0.0361815
1.76129e-005,7.11732e-008
1.76529e-005,0.0248881
1.76929e-005,-2.52957e-007
1.77329e-005,0.0196704
1.77729e-005,-3.74324e-007
1.78129e-005,0.0171016
1.78529e-005,-4.21328e-007
1.78929e-005,0.0157048
1.79329e-005,-4.32077e-007
1.79729e-005,0.0148415
1.8e-005,-4.20858e-007
1.80001e-005,-0.000174387
1.80003e-005,-0.00056824
1.80007e-005,-0.00151535
1.8001e-005,-0.00230952
1.80011e-005,-0.0023703
1.80012e-005,-0.00247462
1.80014e-005,-0.00262774
1.80018e-005,-0.00282195
1.80026e-005,-0.00296467
1.80043e-005,-0.00294769
1.80077e-005,-0.00277974
1.8011e-005,-0.00263572
1.80111e-005,-0.00245888
1.80113e-005,-0.00206381
1.80117e-005,-0.0011348
1.8012e-005,-0.00036665
1.80121e-005,-0.000287098
1.80122e-005,-0.000155635
1.80126e-005,0.407855
1.80132e-005,3.14925
1.80145e-005,3.17812
1.8017e-005,3.18095
1.80222e-005,3.17659
1.80324e-005,3.16899
1.80529e-005,3.15266
1.80929e-005,2.85992
1.81329e-005,1.86168
1.81729e-005,1.26523
1.82129e-005,0.800277
1.82529e-005,0.55934
1.82929e-005,0.336233
1.83329e-005,0.252504
1.83729e-005,0.136038
1.84129e-005,0.11937
1.84529e-005,0.0500083
1.84929e-005,0.061513
1.85329e-005,0.0133018
1.85729e-005,0.0361821
1.86129e-005,7.11677e-008
1.86529e-005,0.0248885
1.86929e-005,-2.52969e-007
1.87329e-005,0.0196707
1.87729e-005,-3.74333e-007
1.88129e-005,0.0171018
1.88529e-005,-4.21337e-007
1.88929e-005,0.015705
1.89329e-005,-4.32085e-007
1.89729e-005,0.0148417
1.9e-005,-4.20864e-007
1.90001e-005,-0.000174387
1.90003e-005,-0.00056824
1.90007e-005,-0.00151536
1.9001e-005,-0.00230953
1.90011e-005,-0.00237031
1.90012e-005,-0.00247462
1.90014e-005,-0.00262775
1.90018e-005,-0.00282196
1.90026e-005,-0.00296469
1.90043e-005,-0.00294771
1.90077e-005,-0.00277976
1.9011e-005,-0.00263573
1.90111e-005,-0.0024589
1.90113e-005,-0.00206383
1.90117e-005,-0.00113481
1.9012e-005,-0.000366661
1.90121e-005,-0.000287108
1.90122e-005,-0.000155643
1.90126e-005,0.407742
1.90132e-005,3.14925
1.90145e-005,3.17812
1.9017e-005,3.18095
1.90222e-005,3.1766
1.90324e-005,3.16899
1.90529e-005,3.15266
1.90929e-005,2.85994
1.91329e-005,1.86169
1.91729e-005,1.26524
1.92129e-005,0.800283
1.92529e-005,0.559345
1.92929e-005,0.336236
1.93329e-005,0.252507
1.93729e-005,0.136039
1.94129e-005,0.119372
1.94529e-005,0.0500087
1.94929e-005,0.0615139
1.95329e-005,0.0133018
