X--Trace 1::[A + B],Y--Trace 1::[A + B]
2.70121e-005,0
2.70122e-005,0
2.70126e-005,0
2.70132e-005,0
2.70145e-005,0
2.7017e-005,0
2.70222e-005,0
2.70324e-005,0
2.70529e-005,0
2.70929e-005,0
2.71329e-005,0
2.71729e-005,0
2.72129e-005,0
2.72529e-005,0
2.72929e-005,0
2.73329e-005,0
2.73729e-005,0
2.74129e-005,0
2.74529e-005,0
2.74929e-005,0
2.75329e-005,0
2.75729e-005,0
2.76129e-005,0
2.76529e-005,0
2.76929e-005,0
2.77329e-005,0
2.77729e-005,0
2.78129e-005,0
2.78529e-005,0
2.78929e-005,0
2.79329e-005,0
2.79729e-005,0
2.8e-005,0
2.80001e-005,0.5
2.80003e-005,1.5
2.80007e-005,3.5
2.8001e-005,5
2.80011e-005,5
2.80012e-005,5
2.80014e-005,5
2.80018e-005,5
2.80026e-005,5
2.80043e-005,5
2.80077e-005,5
2.8011e-005,5
2.80111e-005,4.5
2.80113e-005,3.5
2.80117e-005,1.5
2.8012e-005,3.96749e-012
2.80121e-005,0
2.80122e-005,0
2.80126e-005,0
2.80132e-005,0
2.80145e-005,0
2.8017e-005,0
2.80222e-005,0
2.80324e-005,0
2.80529e-005,0
2.80929e-005,0
2.81329e-005,0
2.81729e-005,0
2.82129e-005,0
2.82529e-005,0
2.82929e-005,0
2.83329e-005,0
2.83729e-005,0
2.84129e-005,0
2.84529e-005,0
2.84929e-005,0
2.85329e-005,0
2.85729e-005,0
2.86129e-005,0
2.86529e-005,0
2.86929e-005,0
2.87329e-005,0
2.87729e-005,0
2.88129e-005,0
2.88529e-005,0
2.88929e-005,0
2.89329e-005,0
2.89729e-005,0
2.9e-005,0
2.90001e-005,0.5
2.90003e-005,1.5
2.90007e-005,3.5
2.9001e-005,5
2.90011e-005,5
2.90012e-005,5
2.90014e-005,5
2.90018e-005,5
2.90026e-005,5
2.90043e-005,5
2.90077e-005,5
2.9011e-005,5
2.90111e-005,4.5
2.90113e-005,3.5
2.90117e-005,1.5
2.9012e-005,3.96749e-012
2.90121e-005,0
2.90122e-005,0
2.90126e-005,0
2.90132e-005,0
2.90145e-005,0
2.9017e-005,0
2.90222e-005,0
2.90324e-005,0
2.90529e-005,0
2.90929e-005,0
2.91329e-005,0
2.91729e-005,0
2.92129e-005,0
2.92529e-005,0
2.92929e-005,0
2.93329e-005,0
2.93729e-005,0
2.94129e-005,0
2.94529e-005,0
2.94929e-005,0
2.95329e-005,0
2.95729e-005,0
2.96129e-005,0
2.96529e-005,0
2.96929e-005,0
2.97329e-005,0
2.97729e-005,0
2.98129e-005,0
2.98529e-005,0
2.98929e-005,0
2.99329e-005,0
2.99729e-005,0
3e-005,1.69407e-011
3.00001e-005,0.5
3.00003e-005,1.5
3.00007e-005,3.5
3.0001e-005,5
3.00011e-005,5
3.00012e-005,5
3.00014e-005,5
3.00018e-005,5
3.00026e-005,5
3.00043e-005,5
3.00077e-005,5
3.0011e-005,5
3.00111e-005,4.5
3.00113e-005,3.5
3.00117e-005,1.5
3.0012e-005,3.96749e-012
3.00121e-005,0
3.00122e-005,0
3.00126e-005,0
3.00132e-005,0
3.00145e-005,0
3.0017e-005,0
3.00222e-005,0
3.00324e-005,0
3.00529e-005,0
3.00929e-005,0
3.01329e-005,0
3.01729e-005,0
3.02129e-005,0
3.02529e-005,0
3.02929e-005,0
3.03329e-005,0
3.03729e-005,0
3.04129e-005,0
3.04529e-005,0
3.04929e-005,0
3.05329e-005,0
3.05729e-005,0
3.06129e-005,0
3.06529e-005,0
3.06929e-005,0
3.07329e-005,0
3.07729e-005,0
3.08129e-005,0
3.08529e-005,0
3.08929e-005,0
3.09329e-005,0
3.09729e-005,0
3.1e-005,0
3.10001e-005,0.5
3.10003e-005,1.5
3.10007e-005,3.5
3.1001e-005,5
3.10011e-005,5
3.10012e-005,5
3.10014e-005,5
3.10018e-005,5
3.10026e-005,5
3.10043e-005,5
3.10077e-005,5
3.1011e-005,5
3.10111e-005,4.5
3.10113e-005,3.5
3.10117e-005,1.5
3.1012e-005,3.96749e-012
3.10121e-005,0
3.10122e-005,0
3.10126e-005,0
3.10132e-005,0
3.10145e-005,0
3.1017e-005,0
3.10222e-005,0
3.10324e-005,0
3.10529e-005,0
3.10929e-005,0
3.11329e-005,0
3.11729e-005,0
3.12129e-005,0
3.12529e-005,0
3.12929e-005,0
3.13329e-005,0
3.13729e-005,0
3.14129e-005,0
3.14529e-005,0
3.14929e-005,0
3.15329e-005,0
3.15729e-005,0
3.16129e-005,0
3.16529e-005,0
3.16929e-005,0
3.17329e-005,0
3.17729e-005,0
3.18129e-005,0
3.18529e-005,0
3.18929e-005,0
3.19329e-005,0
3.19729e-005,0
3.2e-005,0
3.20001e-005,0.5
3.20003e-005,1.5
3.20007e-005,3.5
3.2001e-005,5
3.20011e-005,5
3.20012e-005,5
3.20014e-005,5
3.20018e-005,5
3.20026e-005,5
3.20043e-005,5
3.20077e-005,5
3.2011e-005,5
3.20111e-005,4.5
3.20113e-005,3.5
3.20117e-005,1.5
3.2012e-005,3.96749e-012
3.20121e-005,0
3.20122e-005,0
3.20126e-005,0
3.20132e-005,0
3.20145e-005,0
3.2017e-005,0
3.20222e-005,0
3.20324e-005,0
3.20529e-005,0
3.20929e-005,0
3.21329e-005,0
3.21729e-005,0
3.22129e-005,0
3.22529e-005,0
3.22929e-005,0
3.23329e-005,0
3.23729e-005,0
3.24129e-005,0
3.24529e-005,0
3.24929e-005,0
3.25329e-005,0
3.25729e-005,0
3.26129e-005,0
3.26529e-005,0
3.26929e-005,0
3.27329e-005,0
3.27729e-005,0
3.28129e-005,0
3.28529e-005,0
3.28929e-005,0
3.29329e-005,0
3.29729e-005,0
3.3e-005,0
3.30001e-005,0.5
3.30003e-005,1.5
3.30007e-005,3.5
3.3001e-005,5
3.30011e-005,5
3.30012e-005,5
3.30014e-005,5
3.30018e-005,5
3.30026e-005,5
3.30043e-005,5
3.30077e-005,5
3.3011e-005,5
3.30111e-005,4.5
3.30113e-005,3.5
3.30117e-005,1.5
3.3012e-005,3.96749e-012
3.30121e-005,0
3.30122e-005,0
3.30126e-005,0
3.30132e-005,0
3.30145e-005,0
3.3017e-005,0
3.30222e-005,0
3.30324e-005,0
3.30529e-005,0
3.30929e-005,0
3.31329e-005,0
3.31729e-005,0
3.32129e-005,0
3.32529e-005,0
3.32929e-005,0
3.33329e-005,0
3.33729e-005,0
3.34129e-005,0
3.34529e-005,0
3.34929e-005,0
3.35329e-005,0
3.35729e-005,0
3.36129e-005,0
3.36529e-005,0
3.36929e-005,0
3.37329e-005,0
3.37729e-005,0
3.38129e-005,0
3.38529e-005,0
3.38929e-005,0
3.39329e-005,0
3.39729e-005,0
3.4e-005,0
3.40001e-005,0.5
3.40003e-005,1.5
3.40007e-005,3.5
3.4001e-005,5
3.40011e-005,5
3.40012e-005,5
3.40014e-005,5
3.40018e-005,5
3.40026e-005,5
3.40043e-005,5
3.40077e-005,5
3.4011e-005,5
3.40111e-005,4.5
3.40113e-005,3.5
3.40117e-005,1.5
3.4012e-005,3.96749e-012
3.40121e-005,0
3.40122e-005,0
3.40126e-005,0
3.40132e-005,0
3.40145e-005,0
3.4017e-005,0
3.40222e-005,0
3.40324e-005,0
3.40529e-005,0
3.40929e-005,0
3.41329e-005,0
3.41729e-005,0
3.42129e-005,0
3.42529e-005,0
3.42929e-005,0
3.43329e-005,0
3.43729e-005,0
3.44129e-005,0
3.44529e-005,0
3.44929e-005,0
3.45329e-005,0
3.45729e-005,0
3.46129e-005,0
3.46529e-005,0
3.46929e-005,0
3.47329e-005,0
3.47729e-005,0
3.48129e-005,0
3.48529e-005,0
3.48929e-005,0
3.49329e-005,0
3.49729e-005,0
3.5e-005,0
3.50001e-005,0.5
3.50003e-005,1.5
3.50007e-005,3.5
3.5001e-005,5
3.50011e-005,5
3.50012e-005,5
3.50014e-005,5
3.50018e-005,5
3.50026e-005,5
3.50043e-005,5
3.50077e-005,5
3.5011e-005,5
3.50111e-005,4.5
3.50113e-005,3.5
3.50117e-005,1.5
3.5012e-005,3.96749e-012
3.50121e-005,0
3.50122e-005,0
3.50126e-005,0
3.50132e-005,0
3.50145e-005,0
3.5017e-005,0
3.50222e-005,0
3.50324e-005,0
3.50529e-005,0
3.50929e-005,0
3.51329e-005,0
3.51729e-005,0
3.52129e-005,0
3.52529e-005,0
3.52929e-005,0
3.53329e-005,0
3.53729e-005,0
3.54129e-005,0
3.54529e-005,0
3.54929e-005,0
3.55329e-005,0
3.55729e-005,0
3.56129e-005,0
3.56529e-005,0
3.56929e-005,0
3.57329e-005,0
3.57729e-005,0
3.58129e-005,0
3.58529e-005,0
3.58929e-005,0
3.59329e-005,0
3.59729e-005,0
3.6e-005,0
3.60001e-005,0.5
3.60003e-005,1.5
3.60007e-005,3.5
3.6001e-005,5
3.60011e-005,5
3.60012e-005,5
3.60014e-005,5
3.60018e-005,5
3.60026e-005,5
3.60043e-005,5
3.60077e-005,5
3.6011e-005,5
3.60111e-005,4.5
3.60113e-005,3.5
3.60117e-005,1.5
3.6012e-005,3.96749e-012
3.60121e-005,0
3.60122e-005,0
3.60126e-005,0
3.60132e-005,0
3.60145e-005,0
3.6017e-005,0
3.60222e-005,0
3.60324e-005,0
3.60529e-005,0
3.60929e-005,0
3.61329e-005,0
3.61729e-005,0
3.62129e-005,0
3.62529e-005,0
3.62929e-005,0
3.63329e-005,0
3.63729e-005,0
3.64129e-005,0
3.64529e-005,0
3.64929e-005,0
3.65329e-005,0
3.65729e-005,0
3.66129e-005,0
3.66529e-005,0
3.66929e-005,0
3.67329e-005,0
3.67729e-005,0
3.68129e-005,0
3.68529e-005,0
3.68929e-005,0
3.69329e-005,0
3.69729e-005,0
3.7e-005,0
3.70001e-005,0.5
3.70003e-005,1.5
3.70007e-005,3.5
3.7001e-005,5
3.70011e-005,5
3.70012e-005,5
3.70014e-005,5
3.70018e-005,5
3.70026e-005,5
3.70043e-005,5
3.70077e-005,5
3.7011e-005,5
3.70111e-005,4.5
3.70113e-005,3.5
3.70117e-005,1.5
3.7012e-005,3.96749e-012
3.70121e-005,0
3.70122e-005,0
3.70126e-005,0
3.70132e-005,0
3.70145e-005,0
3.7017e-005,0
3.70222e-005,0
3.70324e-005,0
3.70529e-005,0
3.70929e-005,0
3.71329e-005,0
3.71729e-005,0
3.72129e-005,0
3.72529e-005,0
3.72929e-005,0
3.73329e-005,0
3.73729e-005,0
3.74129e-005,0
3.74529e-005,0
3.74929e-005,0
3.75329e-005,0
3.75729e-005,0
3.76129e-005,0
3.76529e-005,0
3.76929e-005,0
3.77329e-005,0
3.77729e-005,0
3.78129e-005,0
3.78529e-005,0
3.78929e-005,0
3.79329e-005,0
3.79729e-005,0
3.8e-005,0
3.80001e-005,0.5
3.80003e-005,1.5
3.80007e-005,3.5
3.8001e-005,5
3.80011e-005,5
3.80012e-005,5
3.80014e-005,5
3.80018e-005,5
3.80026e-005,5
3.80043e-005,5
3.80077e-005,5
3.8011e-005,5
3.80111e-005,4.5
3.80113e-005,3.5
3.80117e-005,1.5
3.8012e-005,3.96749e-012
3.80121e-005,0
3.80122e-005,0
3.80126e-005,0
3.80132e-005,0
3.80145e-005,0
3.8017e-005,0
3.80222e-005,0
3.80324e-005,0
3.80529e-005,0
3.80929e-005,0
3.81329e-005,0
3.81729e-005,0
3.82129e-005,0
3.82529e-005,0
3.82929e-005,0
3.83329e-005,0
3.83729e-005,0
3.84129e-005,0
3.84529e-005,0
3.84929e-005,0
3.85329e-005,0
3.85729e-005,0
3.86129e-005,0
3.86529e-005,0
3.86929e-005,0
3.87329e-005,0
3.87729e-005,0
3.88129e-005,0
3.88529e-005,0
3.88929e-005,0
3.89329e-005,0
3.89729e-005,0
3.9e-005,0
3.90001e-005,0.5
3.90003e-005,1.5
3.90007e-005,3.5
3.9001e-005,5
3.90011e-005,5
3.90012e-005,5
3.90014e-005,5
3.90018e-005,5
3.90026e-005,5
3.90043e-005,5
3.90077e-005,5
3.9011e-005,5
3.90111e-005,4.5
3.90113e-005,3.5
3.90117e-005,1.5
3.9012e-005,3.96749e-012
3.90121e-005,0
3.90122e-005,0
3.90126e-005,0
3.90132e-005,0
3.90145e-005,0
3.9017e-005,0
3.90222e-005,0
3.90324e-005,0
3.90529e-005,0
3.90929e-005,0
3.91329e-005,0
3.91729e-005,0
3.92129e-005,0
3.92529e-005,0
3.92929e-005,0
3.93329e-005,0
3.93729e-005,0
3.94129e-005,0
3.94529e-005,0
3.94929e-005,0
3.95329e-005,0
3.95729e-005,0
3.96129e-005,0
3.96529e-005,0
3.96929e-005,0
3.97329e-005,0
3.97729e-005,0
3.98129e-005,0
3.98529e-005,0
3.98929e-005,0
3.99329e-005,0
3.99729e-005,0
4e-005,0
4.00001e-005,0.5
4.00003e-005,1.5
4.00007e-005,3.5
4.0001e-005,5
4.00011e-005,5
4.00012e-005,5
4.00014e-005,5
4.00018e-005,5
4.00026e-005,5
4.00043e-005,5
4.00077e-005,5
4.0011e-005,5
4.00111e-005,4.5
4.00113e-005,3.5
4.00117e-005,1.5
4.0012e-005,3.96749e-012
4.00121e-005,0
4.00122e-005,0
4.00126e-005,0
4.00132e-005,0
4.00145e-005,0
4.0017e-005,0
4.00222e-005,0
4.00324e-005,0
4.00529e-005,0
4.00929e-005,0
4.01329e-005,0
4.01729e-005,0
4.02129e-005,0
4.02529e-005,0
4.02929e-005,0
4.03329e-005,0
4.03729e-005,0
4.04129e-005,0
4.04529e-005,0
4.04929e-005,0
4.05329e-005,0
4.05729e-005,0
4.06129e-005,0
4.06529e-005,0
4.06929e-005,0
4.07329e-005,0
4.07729e-005,0
4.08129e-005,0
4.08529e-005,0
4.08929e-005,0
4.09329e-005,0
4.09729e-005,0
4.1e-005,0
4.10001e-005,0.5
4.10003e-005,1.5
4.10007e-005,3.5
4.1001e-005,5
4.10011e-005,5
4.10012e-005,5
4.10014e-005,5
4.10018e-005,5
4.10026e-005,5
4.10043e-005,5
4.10077e-005,5
4.1011e-005,5
4.10111e-005,4.5
4.10113e-005,3.5
4.10117e-005,1.5
4.1012e-005,3.96749e-012
4.10121e-005,0
4.10122e-005,0
4.10126e-005,0
4.10132e-005,0
4.10145e-005,0
4.1017e-005,0
4.10222e-005,0
4.10324e-005,0
4.10529e-005,0
4.10929e-005,0
4.11329e-005,0
4.11729e-005,0
4.12129e-005,0
4.12529e-005,0
4.12929e-005,0
4.13329e-005,0
4.13729e-005,0
4.14129e-005,0
4.14529e-005,0
4.14929e-005,0
4.15329e-005,0
4.15729e-005,0
4.16129e-005,0
4.16529e-005,0
4.16929e-005,0
4.17329e-005,0
4.17729e-005,0
4.18129e-005,0
4.18529e-005,0
4.18929e-005,0
4.19329e-005,0
4.19729e-005,0
4.2e-005,0
4.20001e-005,0.5
4.20003e-005,1.5
4.20007e-005,3.5
4.2001e-005,5
4.20011e-005,5
4.20012e-005,5
4.20014e-005,5
4.20018e-005,5
4.20026e-005,5
4.20043e-005,5
4.20077e-005,5
4.2011e-005,5
4.20111e-005,4.5
4.20113e-005,3.5
4.20117e-005,1.5
4.2012e-005,3.96749e-012
4.20121e-005,0
4.20122e-005,0
4.20126e-005,0
4.20132e-005,0
4.20145e-005,0
4.2017e-005,0
4.20222e-005,0
4.20324e-005,0
4.20529e-005,0
4.20929e-005,0
4.21329e-005,0
4.21729e-005,0
4.22129e-005,0
4.22529e-005,0
4.22929e-005,0
4.23329e-005,0
4.23729e-005,0
4.24129e-005,0
4.24529e-005,0
4.24929e-005,0
4.25329e-005,0
4.25729e-005,0
4.26129e-005,0
4.26529e-005,0
4.26929e-005,0
4.27329e-005,0
4.27729e-005,0
4.28129e-005,0
4.28529e-005,0
4.28929e-005,0
4.29329e-005,0
4.29729e-005,0
4.3e-005,0
4.30001e-005,0.5
4.30003e-005,1.5
4.30007e-005,3.5
4.3001e-005,5
4.30011e-005,5
4.30012e-005,5
4.30014e-005,5
4.30018e-005,5
4.30026e-005,5
4.30043e-005,5
4.30077e-005,5
4.3011e-005,5
4.30111e-005,4.5
4.30113e-005,3.5
4.30117e-005,1.5
4.3012e-005,3.96749e-012
4.30121e-005,0
4.30122e-005,0
4.30126e-005,0
4.30132e-005,0
4.30145e-005,0
4.3017e-005,0
4.30222e-005,0
4.30324e-005,0
4.30529e-005,0
4.30929e-005,0
4.31329e-005,0
4.31729e-005,0
4.32129e-005,0
4.32529e-005,0
4.32929e-005,0
4.33329e-005,0
4.33729e-005,0
4.34129e-005,0
4.34529e-005,0
4.34929e-005,0
4.35329e-005,0
4.35729e-005,0
4.36129e-005,0
4.36529e-005,0
4.36929e-005,0
4.37329e-005,0
4.37729e-005,0
4.38129e-005,0
4.38529e-005,0
4.38929e-005,0
4.39329e-005,0
4.39729e-005,0
4.4e-005,0
4.40001e-005,0.5
4.40003e-005,1.5
4.40007e-005,3.5
4.4001e-005,5
4.40011e-005,5
4.40012e-005,5
4.40014e-005,5
4.40018e-005,5
4.40026e-005,5
4.40043e-005,5
4.40077e-005,5
4.4011e-005,5
4.40111e-005,4.5
4.40113e-005,3.5
4.40117e-005,1.5
4.4012e-005,3.96749e-012
4.40121e-005,0
4.40122e-005,0
4.40126e-005,0
4.40132e-005,0
4.40145e-005,0
4.4017e-005,0
4.40222e-005,0
4.40324e-005,0
4.40529e-005,0
4.40929e-005,0
4.41329e-005,0
4.41729e-005,0
4.42129e-005,0
4.42529e-005,0
4.42929e-005,0
4.43329e-005,0
4.43729e-005,0
4.44129e-005,0
4.44529e-005,0
4.44929e-005,0
4.45329e-005,0
4.45729e-005,0
4.46129e-005,0
4.46529e-005,0
4.46929e-005,0
4.47329e-005,0
4.47729e-005,0
4.48129e-005,0
4.48529e-005,0
4.48929e-005,0
4.49329e-005,0
4.49729e-005,0
4.5e-005,0
4.50001e-005,0.5
4.50003e-005,1.5
4.50007e-005,3.5
4.5001e-005,5
4.50011e-005,5
4.50012e-005,5
4.50014e-005,5
4.50018e-005,5
4.50026e-005,5
4.50043e-005,5
4.50077e-005,5
4.5011e-005,5
4.50111e-005,4.5
4.50113e-005,3.5
4.50117e-005,1.5
4.5012e-005,3.96749e-012
4.50121e-005,0
4.50122e-005,0
4.50126e-005,0
4.50132e-005,0
4.50145e-005,0
4.5017e-005,0
4.50222e-005,0
4.50324e-005,0
4.50529e-005,0
4.50929e-005,0
4.51329e-005,0
4.51729e-005,0
4.52129e-005,0
4.52529e-005,0
4.52929e-005,0
4.53329e-005,0
4.53729e-005,0
4.54129e-005,0
4.54529e-005,0
4.54929e-005,0
4.55329e-005,0
4.55729e-005,0
4.56129e-005,0
4.56529e-005,0
4.56929e-005,0
4.57329e-005,0
4.57729e-005,0
4.58129e-005,0
4.58529e-005,0
4.58929e-005,0
4.59329e-005,0
4.59729e-005,0
4.6e-005,0
4.60001e-005,0.5
4.60003e-005,1.5
4.60007e-005,3.5
4.6001e-005,5
4.60011e-005,5
4.60012e-005,5
4.60014e-005,5
4.60018e-005,5
4.60026e-005,5
4.60043e-005,5
4.60077e-005,5
4.6011e-005,5
4.60111e-005,4.5
4.60113e-005,3.5
4.60117e-005,1.5
4.6012e-005,3.96749e-012
4.60121e-005,0
4.60122e-005,0
4.60126e-005,0
4.60132e-005,0
4.60145e-005,0
4.6017e-005,0
4.60222e-005,0
4.60324e-005,0
4.60529e-005,0
4.60929e-005,0
4.61329e-005,0
4.61729e-005,0
4.62129e-005,0
4.62529e-005,0
4.62929e-005,0
4.63329e-005,0
4.63729e-005,0
4.64129e-005,0
4.64529e-005,0
4.64929e-005,0
4.65329e-005,0
4.65729e-005,0
4.66129e-005,0
4.66529e-005,0
4.66929e-005,0
4.67329e-005,0
4.67729e-005,0
4.68129e-005,0
4.68529e-005,0
4.68929e-005,0
4.69329e-005,0
4.69729e-005,0
4.7e-005,0
4.70001e-005,0.5
4.70003e-005,1.5
4.70007e-005,3.5
4.7001e-005,5
4.70011e-005,5
4.70012e-005,5
4.70014e-005,5
4.70018e-005,5
4.70026e-005,5
4.70043e-005,5
4.70077e-005,5
4.7011e-005,5
4.70111e-005,4.5
4.70113e-005,3.5
4.70117e-005,1.5
4.7012e-005,3.96749e-012
4.70121e-005,0
4.70122e-005,0
4.70126e-005,0
4.70132e-005,0
4.70145e-005,0
4.7017e-005,0
4.70222e-005,0
4.70324e-005,0
4.70529e-005,0
4.70929e-005,0
4.71329e-005,0
4.71729e-005,0
4.72129e-005,0
4.72529e-005,0
4.72929e-005,0
4.73329e-005,0
4.73729e-005,0
4.74129e-005,0
4.74529e-005,0
4.74929e-005,0
4.75329e-005,0
4.75729e-005,0
4.76129e-005,0
4.76529e-005,0
4.76929e-005,0
4.77329e-005,0
4.77729e-005,0
4.78129e-005,0
4.78529e-005,0
4.78929e-005,0
4.79329e-005,0
4.79729e-005,0
4.8e-005,0
4.80001e-005,0.5
4.80003e-005,1.5
4.80007e-005,3.5
4.8001e-005,5
4.80011e-005,5
4.80012e-005,5
4.80014e-005,5
4.80018e-005,5
4.80026e-005,5
4.80043e-005,5
4.80077e-005,5
4.8011e-005,5
4.80111e-005,4.5
4.80113e-005,3.5
4.80117e-005,1.5
4.8012e-005,3.96749e-012
4.80121e-005,0
4.80122e-005,0
4.80126e-005,0
4.80132e-005,0
4.80145e-005,0
4.8017e-005,0
4.80222e-005,0
4.80324e-005,0
4.80529e-005,0
4.80929e-005,0
4.81329e-005,0
4.81729e-005,0
4.82129e-005,0
4.82529e-005,0
4.82929e-005,0
4.83329e-005,0
4.83729e-005,0
4.84129e-005,0
4.84529e-005,0
4.84929e-005,0
4.85329e-005,0
4.85729e-005,0
4.86129e-005,0
4.86529e-005,0
4.86929e-005,0
4.87329e-005,0
4.87729e-005,0
4.88129e-005,0
4.88529e-005,0
4.88929e-005,0
4.89329e-005,0
4.89729e-005,0
4.9e-005,0
4.90001e-005,0.5
4.90003e-005,1.5
4.90007e-005,3.5
4.9001e-005,5
4.90011e-005,5
4.90012e-005,5
4.90014e-005,5
4.90018e-005,5
4.90026e-005,5
4.90043e-005,5
4.90077e-005,5
4.9011e-005,5
4.90111e-005,4.5
4.90113e-005,3.5
4.90117e-005,1.5
4.9012e-005,3.96749e-012
4.90121e-005,0
4.90122e-005,0
4.90126e-005,0
4.90132e-005,0
4.90145e-005,0
4.9017e-005,0
4.90222e-005,0
4.90324e-005,0
4.90529e-005,0
4.90929e-005,0
4.91329e-005,0
4.91729e-005,0
4.92129e-005,0
4.92529e-005,0
4.92929e-005,0
4.93329e-005,0
4.93729e-005,0
4.94129e-005,0
4.94529e-005,0
4.94929e-005,0
4.95329e-005,0
4.95729e-005,0
4.96129e-005,0
4.96529e-005,0
4.96929e-005,0
4.97329e-005,0
4.97729e-005,0
4.98129e-005,0
4.98529e-005,0
4.98929e-005,0
4.99329e-005,0
4.99729e-005,0
5e-005,0
5.00001e-005,0.5
5.00003e-005,1.5
5.00007e-005,3.5
5.0001e-005,5
5.00011e-005,5
5.00012e-005,5
5.00014e-005,5
5.00018e-005,5
5.00026e-005,5
5.00043e-005,5
5.00077e-005,5
5.0011e-005,5
5.00111e-005,4.5
5.00113e-005,3.5
5.00117e-005,1.5
5.0012e-005,3.96749e-012
5.00121e-005,0
5.00122e-005,0
5.00126e-005,0
5.00132e-005,0
5.00145e-005,0
5.0017e-005,0
5.00222e-005,0
5.00324e-005,0
5.00529e-005,0
5.00929e-005,0
5.01329e-005,0
5.01729e-005,0
5.02129e-005,0
5.02529e-005,0
5.02929e-005,0
5.03329e-005,0
5.03729e-005,0
5.04129e-005,0
5.04529e-005,0
5.04929e-005,0
5.05329e-005,0
5.05729e-005,0
5.06129e-005,0
5.06529e-005,0
5.06929e-005,0
5.07329e-005,0
5.07729e-005,0
5.08129e-005,0
5.08529e-005,0
5.08929e-005,0
5.09329e-005,0
5.09729e-005,0
5.1e-005,0
5.10001e-005,0.5
5.10003e-005,1.5
5.10007e-005,3.5
5.1001e-005,5
5.10011e-005,5
5.10012e-005,5
5.10014e-005,5
5.10018e-005,5
5.10026e-005,5
5.10043e-005,5
5.10077e-005,5
5.1011e-005,5
5.10111e-005,4.5
5.10113e-005,3.5
5.10117e-005,1.5
5.1012e-005,3.96749e-012
5.10121e-005,0
5.10122e-005,0
5.10126e-005,0
5.10132e-005,0
5.10145e-005,0
5.1017e-005,0
5.10222e-005,0
5.10324e-005,0
5.10529e-005,0
5.10929e-005,0
5.11329e-005,0
5.11729e-005,0
5.12129e-005,0
5.12529e-005,0
5.12929e-005,0
5.13329e-005,0
5.13729e-005,0
5.14129e-005,0
5.14529e-005,0
5.14929e-005,0
5.15329e-005,0
5.15729e-005,0
5.16129e-005,0
5.16529e-005,0
5.16929e-005,0
5.17329e-005,0
5.17729e-005,0
5.18129e-005,0
5.18529e-005,0
5.18929e-005,0
5.19329e-005,0
5.19729e-005,0
5.2e-005,0
5.20001e-005,0.5
5.20003e-005,1.5
5.20007e-005,3.5
5.2001e-005,5
5.20011e-005,5
5.20012e-005,5
5.20014e-005,5
5.20018e-005,5
5.20026e-005,5
5.20043e-005,5
5.20077e-005,5
5.2011e-005,5
5.20111e-005,4.5
5.20113e-005,3.5
5.20117e-005,1.5
5.2012e-005,3.96749e-012
5.20121e-005,0
5.20122e-005,0
5.20126e-005,0
5.20132e-005,0
5.20145e-005,0
5.2017e-005,0
5.20222e-005,0
5.20324e-005,0
5.20529e-005,0
5.20929e-005,0
5.21329e-005,0
5.21729e-005,0
5.22129e-005,0
5.22529e-005,0
5.22929e-005,0
5.23329e-005,0
5.23729e-005,0
5.24129e-005,0
5.24529e-005,0
5.24929e-005,0
5.25329e-005,0
5.25729e-005,0
5.26129e-005,0
5.26529e-005,0
5.26929e-005,0
5.27329e-005,0
5.27729e-005,0
5.28129e-005,0
5.28529e-005,0
5.28929e-005,0
5.29329e-005,0
5.29729e-005,0
5.3e-005,0
5.30001e-005,0.5
5.30003e-005,1.5
5.30007e-005,3.5
5.3001e-005,5
5.30011e-005,5
5.30012e-005,5
5.30014e-005,5
5.30018e-005,5
5.30026e-005,5
5.30043e-005,5
5.30077e-005,5
5.3011e-005,5
5.30111e-005,4.5
5.30113e-005,3.5
5.30117e-005,1.5
5.3012e-005,3.96749e-012
5.30121e-005,0
5.30122e-005,0
5.30126e-005,0
5.30132e-005,0
5.30145e-005,0
5.3017e-005,0
5.30222e-005,0
5.30324e-005,0
5.30529e-005,0
5.30929e-005,0
5.31329e-005,0
5.31729e-005,0
5.32129e-005,0
5.32529e-005,0
5.32929e-005,0
5.33329e-005,0
5.33729e-005,0
5.34129e-005,0
5.34529e-005,0
5.34929e-005,0
5.35329e-005,0
5.35729e-005,0
5.36129e-005,0
5.36529e-005,0
5.36929e-005,0
5.37329e-005,0
5.37729e-005,0
5.38129e-005,0
5.38529e-005,0
5.38929e-005,0
5.39329e-005,0
5.39729e-005,0
5.4e-005,0
5.40001e-005,0.5
5.40003e-005,1.5
5.40007e-005,3.5
5.4001e-005,5
5.40011e-005,5
5.40012e-005,5
5.40014e-005,5
5.40018e-005,5
5.40026e-005,5
5.40043e-005,5
5.40077e-005,5
5.4011e-005,5
5.40111e-005,4.5
5.40113e-005,3.5
5.40117e-005,1.5
5.4012e-005,3.96749e-012
5.40121e-005,0
5.40122e-005,0
5.40126e-005,0
5.40132e-005,0
5.40145e-005,0
5.4017e-005,0
5.40222e-005,0
5.40324e-005,0
5.40529e-005,0
5.40929e-005,0
5.41329e-005,0
5.41729e-005,0
5.42129e-005,0
5.42529e-005,0
5.42929e-005,0
5.43329e-005,0
5.43729e-005,0
5.44129e-005,0
5.44529e-005,0
5.44929e-005,0
5.45329e-005,0
5.45729e-005,0
5.46129e-005,0
5.46529e-005,0
5.46929e-005,0
5.47329e-005,0
5.47729e-005,0
5.48129e-005,0
