0,3.03906e-005
2e-010,0.0420525
4e-010,0.0336968
8e-010,0.00472866
1.6e-009,0.0666233
3.2e-009,-0.0564009
6.4e-009,0.0442605
1.28e-008,-0.00401441
2e-008,0.0208027
2.128e-008,0.0132003
2.384e-008,0.0226341
2.896e-008,0.102609
3.92e-008,-0.0466273
5.968e-008,-0.00251228
1.0064e-007,-0.0457904
1.8256e-007,-0.0202692
3.464e-007,-0.0142149
6.7408e-007,0.00470186
1.20606e-006,0.000399087
1.79825e-006,-0.00325318
2.58226e-006,-0.0623335
3.60026e-006,-0.0885254
5.37529e-006,-0.0198031
8.13909e-006,0.0155174
1.002e-005,0.0252736
1.0022e-005,0.0659036
1.0026e-005,0.152747
1.0034e-005,0.563075
1.004e-005,0.636343
1.00416e-005,0.665582
1.00448e-005,0.713698
1.00512e-005,0.643519
1.0064e-005,0.681132
1.00896e-005,0.657028
1.01408e-005,0.594573
1.02432e-005,0.546912
1.0448e-005,0.44673
1.07906e-005,0.384016
1.10774e-005,0.258791
1.13646e-005,0.204118
1.17277e-005,0.153722
1.21828e-005,0.121376
1.27611e-005,0.0923922
1.34702e-005,0.0354492
1.44177e-005,0.0197569
1.54635e-005,0.0237254
1.6405e-005,0.0189416
1.73028e-005,0.124796
1.81968e-005,0.0385118
1.91307e-005,0.0703469
2.00595e-005,-0.0740631
2.09891e-005,-0.0451929
2.19079e-005,0.109083
2.28329e-005,0.0218284
2.38206e-005,-0.0512271
2.51727e-005,0.0331733
2.68896e-005,-0.0110726
2.92803e-005,0.0312398
3.31377e-005,0.0132089
4.08525e-005,-0.00467216
5.08525e-005,-0.0191411
6.08525e-005,-0.0202182
7.08525e-005,-0.0126953
8.08525e-005,0.0619044
9.08525e-005,0.00349437
0.000100853,-0.0251333
0.000110853,0.0155768
0.000120853,0.0256986
0.000130853,0.00972727
0.000140853,-0.033453
0.000150853,-0.0396176
0.000160853,0.0269418
0.000170853,0.0593786
0.000180853,0.0240351
0.000190853,0.0555345
0.000200853,-0.0243643
0.000210853,-0.044914
0.000220853,-0.0205535
0.000230853,-0.0219225
0.000240853,0.00654424
0.000250853,-0.0266093
0.000260853,-0.0745148
0.000270853,0.021597
0.000280853,-0.0342545
0.000290853,-0.00658157
0.000300853,0.00672365
0.000310853,-0.0451649
0.000320853,0.0117096
0.000330853,-0.0131535
0.000340853,-0.00536306
0.000350853,-0.0476258
0.000360853,-0.000868306
0.000370853,-0.0569613
0.000380853,0.0197259
0.000390853,-0.0103054
0.000400853,0.012807
0.000410853,-0.0527066
0.000420853,-9.09862e-005
0.000430853,0.0540557
0.000440853,0.0484919
0.000450853,-0.01658
0.000460853,-0.0532622
0.000470853,0.0651833
0.000480853,0.09528
0.000490853,-0.0642232
0.000500853,-0.0392116
0.000510853,-0.0045607
0.000520853,-0.0914291
0.000530853,0.0734878
0.000540853,0.0233251
0.000550853,0.00950442
0.000560853,0.0136619
0.000570853,-0.0552373
0.000580853,-0.0332417
0.000590853,-0.0147953
0.000600853,-0.0924432
0.000610853,-0.0705047
0.000620853,0.00866124
0.000630853,-0.00909021
0.000640853,-0.026995
0.000650853,0.0527948
0.000660853,0.0406631
0.000670853,-0.0507071
0.000680853,0.00669373
0.000690853,-0.0297329
