Frequency,Nominal,Min,Max
250,-0.3857701838578662,-0.4033380403797884,-0.3682163394884771
255.82324807018853,-0.3947815297010512,-0.4127593878995236,-0.37681673683699857
261.7821370127249,-0.40400461708934593,-0.4224020813672985,-0.38561915537780234
267.8798263094016,-0.4134445108710678,-0.43227141291491267,-0.3946284229084432
274.11954903579624,-0.4231064035059007,-0.44237280779655086,-0.40384948855021396
280.50461357549085,-0.43299561874427916,-0.45271182820731265,-0.4132874262255353
287.03840537422064,-0.44311761544529804,-0.46329417724369176,-0.422947438265086
293.7243887348823,-0.4534779915404475,-0.474125703013319,-0.4328348591514612
300.5661086543532,-0.46408248815096714,-0.4852124029017773,-0.44295515940660213
307.5671927030953,-0.4749369938671607,-0.496560428004809,-0.4533139496307541
314.7313529485417,-0.48604754919859156,-0.508176087734821,-0.4639169847012338
322.0623879232834,-0.4974203512047156,-0.520065854611176,-0.4747701681398937
329.56418463910165,-0.5090617583161919,-0.532236369244455,-0.48587955665878924
337.2407206479133,-0.520978295357859,-0.544694445525555,-0.4972513648942555
345.0960661507211,-0.5331766587851683,-0.5574470760312853,-0.508891970340344
353.13438615568845,-0.5456637221467531,-0.5705014376589518,-0.5208079184933833
361.35994268648176,-0.5584465417867479,-0.5838648975033268,-0.5330059282203101
369.7770970420517,-0.5715323628015458,-0.5975450189903954,-0.545492897364384
378.3903121090519,-0.5849286252667771,-0.6115495682833346,-0.558275908602944
387.20415472812016,-0.5986429707515609,-0.6258865209773512,-0.5713622355730099
396.22329811527817,-0.6126832491384191,-0.6405640691012742,-0.5847593492817795
405.4525243397323,-0.6270575257687281,-0.6555906284451793,-0.5984749248204437
414.89672685938996,-0.6417740889351944,-0.6709748462348435,-0.6125168484012231
424.5609131154359,-0.6568414577446345,-0.6867256091754683,-0.6268932247391867
434.45020718734366,-0.6722683903762728,-0.7028520518889307,-0.641612384802189
444.5698525097305,-0.688063892762933,-0.7193635657708045,-0.6566828939542549
454.92521465249564,-0.7042372277248594,-0.736269808295565,-0.6721135605198937
465.5217841657166,-0.7207979245885003,-0.7535807128007966,-0.6879134447992366
476.3651794908115,-0.7377557893254949,-0.7713064987838648,-0.7040918685665107
487.461149939511,-0.7551209152502601,-0.7894576827474131,-0.7206584250872927
498.81557874221954,-0.7729036943181467,-0.8080450896332982,-0.7376229896931991
510.434486167382,-0.7911148290700205,-0.8270798648881195,-0.7549957309562572
522.3240327135095,-0.8097653452735365,-0.8465734872074888,-0.7727871225091559
534.4905223755576,-0.8288666053161982,-0.8665377820105916,-0.7910079555619991
546.9404059873876,-0.848430322410777,-0.8869849357015206,-0.8096693521710909
559.6802846420844,-0.8684685756797168,-0.907927510779371,-0.8287827793207752
572.7169131919427,-0.8889938261919994,-0.9293784618652599,-0.8483600638854755
586.0572038299799,-0.9100189340336142,-0.9513511527213743,-0.8684134085459583
599.708229754872,-0.9315571765014092,-0.9738593743449699,-0.8889554087415437
613.677228921257,-0.9536222675198757,-0.9969173642290834,-0.9099990707486652
627.9716078773944,-0.9762283783914487,-1.0205398268917407,-0.9315578309859428
642.5989456922152,-0.9993901600034414,-1.0447419557868154,-0.953645576656972
657.5669979738448,-1.0231227666289793,-1.0695394567226773,-0.9762766678545125
672.8837009817282,-1.047441881475526,-1.0949485729296198,-0.9994659612639296
688.5571758345409,-1.0723637441531713,-1.1209861119340547,-1.023228835619818
704.5957328161127,-1.0979051802561006,-1.1476694744170557,-1.0475812190881149
721.0078757816507,-1.124083633275084,-1.17501668525744,-1.072539618766894
737.8023066665955,-1.1509171990869487,-1.203046426985714,-1.0981211525230439
754.9879301005031,-1.178424663299456,-1.2317780759055998,-1.1243435834094875
772.5738581283966,-1.206625541767552,-1.261231741175215,-1.1512253569392006
790.5694150420937,-1.2355401246405506,-1.2914283071812807,-1.1787856415286888
808.9841423240695,-1.2651895243504334,-1.32238947958809,-1.2070443724656115
827.8278037064765,-1.2955957280105095,-1.3541378354997249,-1.2360222998038695
847.1103903480051,-1.3267816547625957,-1.3866968782408269,-1.2657410406458447
866.8421261313277,-1.3587712186915493,-1.4200910973399816,-1.2962231363370096
887.0334730839372,-1.3915893980205505,-1.4543460343928496,-1.3274921151743253
907.6951369252519,-1.4252623114115521,-1.4894883555923228,-1.3595725613187217
928.8380727429297,-1.4598173023259027,-1.5255459318434939,-1.3924901907057219
950.4734908014013,-1.4952830325537962,-1.5625479275360334,-1.4262719348695017
972.6128624856998,-1.5316895862022655,-1.6005248992303027,-1.4609460337376279
995.2679263837414,-1.5690685856447706,-1.6395089057314998,-1.4965421386197972
1018.45069451028,-1.6074533211868123,-1.6795336312847948,-1.5330914268084996
1042.1734586758366,-1.6468788964979937,-1.7206345239307381,-1.570626729437294
1066.4487970039797,-1.6873823922090034,-1.7628489514224706,-1.6091826745088698
1091.2895806004128,-1.7290030504802847,-1.8062163775333198,-1.6487958473163367
1116.7089803774056,-1.771782483826621,-1.8508515442680997,-1.6895049708438472
1142.7204740371853,-1.8157649120374866,-1.8968297294706007,-1.7313511091537177
1169.3378532179931,-1.86099743167547,-1.9441180112613075,-1.7743778972536393
1196.5752308065935,-1.9075303233712777,-1.9927697060522238,-1.818631801495453
1224.447048421113,-1.9554174029670923,-2.0428420182865317,-1.8641624151908165
1252.9680840681783,-2.004716423487033,-2.0943965088477157,-1.9110227948394618
1282.1534599784097,-2.055489535919017,-2.1474996359807763,-1.9592698431469602
1312.018650624429,-2.1078038178425507,-2.202223380275599,-2.0089647458443105
1342.5794909256292,-2.161731879967535,-2.2586459665440843,-2.060173470177273
1373.8521846440588,-2.217352561548224,-2.3168526964675697,-2.112967333747905
1405.85331297587,-2.2747517262202006,-2.3769369064120007,-2.1674236530609208
1438.5998433428895,-2.334023169782573,-2.4390010643471234,-2.22362648148637
1472.1091383889695,-2.395269650355072,-2.5031580176484685,-2.2816674461355815
1506.3989651858915,-2.4586040484811305,-2.5695323986143195,-2.3416466919561896
1541.4875046537024,-2.524150659072381,-2.6382621851500216,-2.4036739385755963
1577.39336120048,-2.5920466070432813,-2.7095003978274077,-2.4678696501548307
1614.1355725866356,-2.662443361807422,-2.7834168878905086,-2.5343663094303874
