Frequency,Nominal,Min,Max
0,0.0006903993440696491,,
0.000003125,-0.0013419251331834622,,
0.00000625,0.0007664775876856065,,
0.000009375000000000001,0.0000751620139393439,,
0.0000125,0.00007773698024763397,,
0.000015625,0.00008530188343035012,,
0.000018750000000000002,0.00009922200943418287,,
0.000021875,0.0001207727455746297,,
0.000025,0.00015118819464892406,,
0.000028125000000000003,0.00019171318670615427,,
0.00003125,0.00024365721001108685,,
0.000034375,0.000308448952619432,,
0.000037500000000000003,0.00038769030455854765,,
0.000040625000000000005,0.00048320881836139726,,
0.00004375,0.0005971077631059334,,
0.000046875,0.0007318130346228057,,
0.00005,0.0008901163026006579,,
0.000053125000000000004,0.0010752138843740365,,
0.000056250000000000005,0.0012907409356463363,,
0.000059375,0.001540800640692559,,
0.0000625,0.001829988169100509,,
0.00006562500000000001,0.002163409243235268,,
0.00006875,0.0025466932307245697,,
0.000071875,0.0029860007397285327,,
0.00007500000000000001,0.0034880257519288634,,
0.000078125,0.004059992379394612,,
0.00008125000000000001,0.004709646377083225,,
0.000084375,0.005445241583040187,,
0.0000875,0.006275521493677964,,
0.00009062500000000001,0.007209696212142241,,
0.00009375,0.00825741503400582,,
0.00009687500000000001,0.009428734956639807,,
0.0001,0.01073408541687325,,
0.000103125,0.012184229576222724,,
0.00010625000000000001,0.013790222484299206,,
0.000109375,0.015563366459228284,,
0.00011250000000000001,0.01751516402927172,,
0.000115625,0.01965726878254437,,
0.00011875,0.022001434471985076,,
0.00012187500000000001,0.024559462720770767,,
0.000125,0.027343149669353837,,
0.000128125,0.030364231899435972,,
0.00013125000000000002,0.03363433196265096,,
0.000134375,0.037164903832676593,,
0.0001375,0.04096717858910014,,
0.00014062500000000002,0.04505211062976898,,
0.00014375,0.04943032469572251,,
0.000146875,0.05411206397925032,,
0.00015000000000000001,0.05910713957129993,,
0.000153125,0.06442488148947523,,
0.00015625,0.07007409151235061,,
0.000159375,0.07606299802988323,,
0.00016250000000000002,0.08239921310343926,,
0.000165625,0.08908969191245825,,
0.00016875,0.09614069474815379,,
0.00017187500000000002,0.10355775169797655,,
0.000175,0.11134563014791643,,
0.000178125,0.11950830521318931,,
0.00018125000000000001,0.1280489331914788,,
0.000184375,0.13696982811678043,,
0.0001875,0.14627244147605228,,
0.000190625,0.15595734513539544,,
0.00019375000000000002,0.16602421750738483,,
0.000196875,0.1764718329765238,,
0.0002,0.18729805458561846,,
0.00020312500000000002,0.19849982997220406,,
0.00020625,0.21007319053104603,,
0.000209375,0.2220132537661881,,
0.00021250000000000002,0.23431422878407757,,
0.00021562500000000002,0.24696942486796616,,
0.00021875,0.2599712630630847,,
0.000221875,0.27331129069204185,,
0.00022500000000000002,0.2869801987104989,,
0.000228125,0.3009678418044407,,
0.00023125,0.3152632611223053,,
0.00023437500000000002,0.329854709527838,,
0.0002375,0.3447296792528123,,
0.000240625,0.35987493182271485,,
0.00024375000000000002,0.3752765301230858,,
0.000246875,0.390919872469482,,
0.00025,0.4067897285399318,,
0.000253125,0.42287027702529656,,
0.00025625,0.4391451448501291,,
0.000259375,0.4555974478143806,,
0.00026250000000000004,0.47220983250470283,,
0.000265625,0.488964519323016,,
0.00026875,0.5058433464795378,,
0.00027187500000000004,0.5228278147975138,,
0.000275,0.5398991331774511,,
0.000278125,0.5570382645697376,,
0.00028125000000000003,0.5742259723060705,,
0.000284375,0.5914428666421209,,
0.0002875,0.6086694513663026,,
0.00029062500000000003,0.625886170332365,,
0.00029375,0.6430734537767582,,
0.000296875,0.6602117642853262,,
0.00030000000000000003,0.6772816422778164,,
0.000303125,0.6942637508829624,,
0.00030625,0.7111389200814233,,
0.000309375,0.7278881899986973,,
0.0003125,0.7444928532351758,,
0.00031562500000000004,0.76093449612578,,
0.00031875,0.7771950388271012,,
0.000321875,0.7932567741356138,,
0.00032500000000000004,0.8091024049463157,,
0.000328125,0.8247150802670927,,
0.00033125,0.8400784297101118,,
0.00033437500000000004,0.8551765963876804,,
0.0003375,0.8699942681461701,,
0.000340625,0.8845167070778198,,
0.00034375000000000003,0.8987297772564868,,
0.000346875,0.9126199706496315,,
0.00035,0.9261744311650661,,
0.00035312500000000003,0.9393809767971767,,
0.00035625,0.9522281198434664,,
0.000359375,0.9647050851683495,,
0.00036250000000000003,0.9768018264970874,,
0.000365625,0.9885090407286772,,
0.00036875,0.9998181802622467,,
0.000371875,1.0107214633371793,,
0.000375,1.02121188239268,,
0.00037812500000000004,1.0312832104578737,,
0.00038125,1.0409300055886985,,
0.000384375,1.05014761337288,,
0.00038750000000000004,1.0589321675291339,,
0.000390625,1.0672805886313639,,
0.00039375,1.0751905809930906,,
0.00039687500000000004,1.082660627751579,,
0.0004,1.089689984195178,,
0.000403125,1.0962786693811812,,
0.00040625000000000004,1.1024274560951453,,
0.000409375,1.108137859205917,,
0.0004125,1.1134121224738187,,
0.00041562500000000003,1.1182532038722988,,
0.00041875,1.1226647594860633,,
0.000421875,1.1266511260511118,,
0.00042500000000000003,1.1302173022043456,,
0.000428125,1.133368928512337,,
0.00043125000000000005,1.1361122663506413,,
0.00043437500000000003,1.1384541757064752,,
0.0004375,1.1404020919789226,,
0.00044062500000000004,1.1419640018518304,,
0.00044375,1.1431484183153957,,
0.000446875,1.1439643549130571,,
0.00045000000000000004,1.1444212992906706,,
0.000453125,1.1445291861251365,,
0.00045625,1.144298369509615,,
0.00045937500000000004,1.1437395948722233,,
0.0004625,1.142863970504679,,
0.000465625,1.1416829387767446,,
0.00046875000000000004,1.1402082471115271,,
0.000471875,1.138451918795689,,
